visitor_id,page_views,time_on_site,bounce,device,traffic_source,returning_visitor,converted
80,46,502.9081134570881,1,Mobile,Direct,0,0
81,48,394.6536902088218,1,Tablet,Organic,1,0
82,42,562.3930454416197,0,Tablet,Paid,1,1
83,4,580.1454601477118,0,Desktop,Organic,1,0
84,14,466.0190894440505,0,Mobile,Organic,1,0
85,15,109.26652677930058,0,Tablet,Organic,1,0
86,35,58.941563864514535,1,Tablet,Social,1,0
87,34,259.68693952790534,1,Mobile,Paid,0,1
88,14,246.77382192488392,1,Mobile,Direct,0,0
89,13,94.53796031870259,0,Mobile,Organic,1,0
90,24,33.6047071794172,0,Mobile,Paid,1,0
91,23,156.67493896695274,1,Desktop,Paid,1,0
92,16,180.3505254121352,1,Desktop,Direct,0,0
93,35,554.8390391747133,1,Desktop,Direct,1,0
94,27,588.1885648019771,1,Mobile,Social,0,0
95,34,591.2948890452886,0,Desktop,Social,0,0
96,21,489.18230394765146,1,Tablet,Social,1,0
97,8,465.03417916689597,1,Desktop,Organic,0,0
98,33,563.533400027819,1,Tablet,Direct,0,0
99,28,210.7860225506078,0,Tablet,Social,0,0
100,27,327.59867480281747,0,Desktop,Organic,0,0
101,17,356.64012573604685,0,Tablet,Paid,1,0
102,44,,0,Tablet,Paid,0,0
103,14,264.7973252343191,1,Desktop,Direct,1,1
104,30,585.5906153395414,0,Tablet,Social,1,0
105,46,198.4911541762573,0,Desktop,Paid,0,1
106,17,140.6714992772656,1,Mobile,Organic,1,0
107,38,445.55738999608224,1,Mobile,Direct,0,0
108,3,551.7889684826124,0,Tablet,Organic,0,0
109,6,581.2518223562148,1,Tablet,Social,1,0
110,25,484.12208012189,1,Tablet,Social,0,0
111,6,236.07866928922138,1,Desktop,Direct,0,0
112,36,490.4958897492239,1,Mobile,Direct,1,1
113,39,459.9936581466239,0,Mobile,Social,1,1
114,36,247.56838192027462,0,Mobile,Social,0,1
115,3,71.71495338458705,1,Mobile,Direct,1,0
116,35,513.9566857326294,0,Tablet,Social,0,0
117,47,190.24550099835733,1,Mobile,Paid,1,1
118,19,76.71900746785697,1,Mobile,Social,0,0
119,11,592.1852138751016,0,Tablet,Paid,1,1
120,15,556.3347565764911,1,Tablet,Social,1,1
121,37,456.49552288853624,0,Desktop,Direct,1,0
122,32,49.824281518650295,0,Tablet,Paid,0,1
123,31,436.53817322004807,1,Mobile,Social,1,1
124,22,399.80999372736517,1,Mobile,Paid,1,0
125,7,155.39752856590434,1,Mobile,Direct,0,0
126,1,280.6790485650313,1,Desktop,Social,0,0
127,32,579.0570952223491,0,Desktop,Social,1,1
128,21,20.397065730559675,0,Desktop,Direct,1,0
129,34,286.95163260964506,0,Tablet,Organic,0,0
130,39,354.48478872167084,0,Mobile,Organic,0,1
131,8,522.253428624416,1,Desktop,Paid,0,0
132,27,426.07555650966304,0,Mobile,Direct,1,0
133,43,69.0891342806383,0,Desktop,Paid,1,0
134,23,232.68224228832855,1,Tablet,Social,1,0
135,16,83.53066367182825,0,Tablet,Social,1,0
136,14,559.2424324565083,1,Mobile,Social,1,0
137,25,417.8772760869722,0,Mobile,Social,1,0
138,5,157.5281899911271,0,Desktop,Organic,0,0
139,3,93.42365502806159,1,Mobile,Social,1,0
140,4,83.0096565101382,1,Mobile,Organic,1,0
141,11,311.84033942105435,1,Mobile,Direct,1,0
142,8,164.51307893831213,0,Mobile,Direct,0,1
143,33,580.8105762775936,1,Mobile,Direct,1,1
144,22,241.65051057501444,0,Mobile,Paid,0,1
145,15,595.7975945870047,1,Tablet,Paid,1,0
146,12,518.0813755335112,0,Desktop,Organic,0,0
147,24,544.3960465437058,0,Tablet,Paid,0,0
148,7,,0,Mobile,Social,1,0
149,24,81.64365399026757,0,Mobile,Paid,1,0
150,14,505.315105181711,0,Mobile,Paid,1,1
151,13,12.974000025513838,0,Mobile,Organic,1,0
152,10,274.4929940894342,1,Desktop,Direct,0,0
153,1,,1,Desktop,Paid,1,1
154,5,542.4186344895109,0,Mobile,Social,1,1
155,34,522.4297498134138,0,Desktop,Social,1,0
156,45,91.20500723256532,1,Tablet,Organic,1,0
157,47,335.39614243360137,1,Desktop,Organic,1,0
158,43,148.13511182317097,1,Mobile,Direct,1,0
159,8,313.5660891061273,0,Mobile,Social,0,0
160,14,586.150045228992,1,Mobile,Paid,0,1
161,44,145.94843166487644,0,Tablet,Paid,0,0
162,37,48.515939953485756,1,Mobile,Organic,1,0
163,17,160.12947675439,1,Mobile,Social,1,0
164,43,590.6953921418543,0,Tablet,Social,1,1
165,22,58.19035671346642,1,Tablet,Social,1,0
166,44,32.19399792500048,1,Tablet,Social,0,0
167,1,99.35097040236579,0,Tablet,Paid,0,0
168,49,485.8053645653384,0,Desktop,Paid,0,1
169,39,,1,Desktop,Direct,1,0
170,12,209.66595198244877,1,Desktop,Direct,1,0
171,30,397.97077160892394,1,Tablet,Organic,0,0
172,29,66.86821879662233,1,Tablet,Organic,0,0
173,16,420.9714420192377,1,Tablet,Organic,1,0
174,44,189.31138827108452,0,Mobile,Social,0,0
175,2,515.4776388330116,1,Mobile,Organic,0,0
176,15,437.2981642958387,1,Mobile,Organic,0,0
177,46,527.7933510634472,0,Desktop,Paid,0,0
178,8,119.0114989115641,1,Mobile,Social,0,0
179,6,97.53759876155519,0,Tablet,Organic,1,1
180,38,429.7229541306709,0,Desktop,Organic,0,1
181,5,553.4538038724744,0,Tablet,Direct,1,0
182,14,484.8730990290308,0,Desktop,Social,1,0
183,4,564.9373692516288,0,Mobile,Organic,0,1
184,47,16.557894124210208,0,Tablet,Paid,0,1
185,3,115.41960225349757,1,Tablet,Direct,1,0
186,32,374.9217011507946,0,Desktop,Direct,0,0
187,24,,1,Desktop,Organic,1,0
188,24,461.53343095375106,1,Mobile,Paid,0,0
189,30,49.7585240507123,0,Tablet,Direct,1,0
190,49,382.1536569765207,0,Desktop,Paid,0,1
191,12,558.3168659527715,1,Desktop,Social,1,0
192,25,145.5039396894711,1,Mobile,Social,1,0
193,18,411.74240973270145,1,Tablet,Social,1,0
194,18,212.84748343246446,1,Mobile,Organic,1,0
195,29,228.93625347288653,0,Mobile,Social,0,0
196,47,313.8368319320992,0,Tablet,Direct,0,1
197,44,188.9459289752276,1,Tablet,Direct,0,1
198,21,580.3173443348156,0,Mobile,Paid,1,0
199,48,35.74785513577255,1,Tablet,Organic,1,0
200,2,442.71342165802696,1,Desktop,Direct,0,1
201,32,57.9175726929469,1,Tablet,Direct,1,0
202,30,513.8086801570751,0,Tablet,Paid,1,0
203,45,291.3739121780502,1,Desktop,Paid,0,0
204,47,141.9402892038974,0,Desktop,Social,1,0
205,28,299.6452255845194,1,Desktop,Direct,1,0
206,25,573.6975563864222,1,Mobile,Paid,1,1
207,39,106.51469221924103,0,Tablet,Paid,1,1
208,29,367.0225234411728,1,Desktop,Direct,1,1
209,8,289.9119008297142,1,Desktop,Social,0,0
210,46,421.6175822491358,1,Desktop,Paid,1,0
211,31,112.30249252324494,1,Mobile,Organic,0,1
212,49,361.4133742061023,0,Desktop,Direct,1,1
213,2,512.0212930302846,0,Tablet,Paid,1,0
214,18,25.067764206705753,0,Desktop,Paid,1,0
215,21,483.5236070147777,0,Desktop,Paid,0,0
216,37,290.01699920893697,0,Mobile,Social,0,1
217,38,123.10543255147266,0,Desktop,Direct,0,1
218,22,368.87296633560095,0,Desktop,Paid,0,1
219,30,187.02948983206264,1,Mobile,Paid,1,1
220,19,591.2507590087943,1,Mobile,Direct,1,1
221,21,169.79165910798454,0,Mobile,Paid,0,0
222,14,431.597073030001,0,Tablet,Paid,1,0
223,13,306.1159778999866,0,Desktop,Social,0,1
224,35,242.96636402056495,0,Tablet,Social,0,0
225,19,320.19927736419214,1,Desktop,Paid,0,1
226,4,190.09282392148077,0,Mobile,Paid,1,0
227,46,282.3712213509596,1,Tablet,Paid,1,0
228,21,231.3202969258556,0,Mobile,Direct,1,0
229,24,391.81292110604255,1,Mobile,Social,0,0
230,42,436.04404208974677,1,Mobile,Paid,0,1
231,45,463.47484507203677,0,Mobile,Organic,1,1
232,13,473.83289654946446,0,Tablet,Social,0,0
233,22,218.60500337985292,1,Mobile,Social,1,0
234,23,373.0777085070021,1,Mobile,Direct,0,0
235,49,308.71154946040593,1,Mobile,Paid,0,0
236,48,387.6439893617176,0,Desktop,Paid,1,0
237,17,218.8403891725598,1,Desktop,Direct,0,0
238,20,122.89989364795598,0,Tablet,Paid,0,1
239,32,438.32011907817537,1,Mobile,Direct,0,0
240,40,233.1284729387124,1,Mobile,Organic,0,1
241,41,441.7752085339218,0,Tablet,Direct,0,0
242,15,427.3844657691311,1,Tablet,Direct,1,0
243,42,596.0261166845065,1,Desktop,Direct,0,0
244,11,225.7148483786023,0,Desktop,Paid,0,0
245,37,412.8764649016358,0,Tablet,Social,1,0
246,40,418.98656736367894,1,Mobile,Social,0,1
247,4,563.7706605775231,1,Mobile,Paid,0,0
248,38,304.32280946979404,0,Mobile,Social,1,0
249,17,402.2487181011474,0,Mobile,Direct,1,0
250,29,455.29230935767976,1,Desktop,Organic,0,1
251,38,593.77077368854,0,Mobile,Organic,1,1
252,15,280.88608326475503,0,Tablet,Organic,1,0
253,28,161.38677945537296,1,Mobile,Paid,0,0
254,23,367.2333606532054,0,Desktop,Social,1,0
255,3,266.0864706616568,1,Mobile,Social,1,0
256,21,67.88674041101031,1,Mobile,Social,1,0
257,29,273.29843318597545,0,Desktop,Social,0,0
258,16,419.7345451125149,0,Desktop,Paid,1,1
259,43,280.86413445005684,1,Desktop,Social,0,0
260,24,347.17352386164157,0,Mobile,Direct,0,0
261,32,428.7232467518693,1,Tablet,Paid,0,0
262,31,309.6084739777286,1,Tablet,Direct,0,0
263,34,67.05080785115825,0,Desktop,Social,1,0
264,21,418.3701726011544,0,Tablet,Organic,0,0
265,13,124.56726823159075,0,Desktop,Paid,0,0
266,25,432.3986125677308,0,Tablet,Paid,1,0
267,6,191.00865932765043,1,Mobile,Social,0,0
268,22,326.77076813474577,1,Tablet,Direct,1,0
269,15,47.983066748244106,0,Tablet,Direct,0,0
270,43,178.67291398875938,1,Mobile,Social,0,1
271,18,555.5588607865035,0,Tablet,Direct,1,0
272,31,319.79150324272103,1,Desktop,Social,0,0
273,11,545.5588514273627,1,Desktop,Direct,0,0
274,25,564.4942555171025,0,Tablet,Organic,0,0
275,41,173.4259740419409,0,Desktop,Direct,0,0
276,25,544.4928700038612,1,Desktop,Organic,0,1
277,18,397.9419845436484,1,Mobile,Paid,0,1
278,35,331.03711852251627,0,Mobile,Paid,1,0
279,41,249.09277122450322,0,Desktop,Paid,1,1
280,44,158.8232885521535,0,Tablet,Direct,0,0
281,14,245.53112671516593,1,Mobile,Direct,0,0
282,45,395.70373897994483,0,Tablet,Organic,0,0
283,20,224.12878481325964,0,Mobile,Paid,0,1
284,43,,0,Desktop,Paid,0,1
285,37,331.0720254141093,1,Mobile,Paid,0,0
286,34,36.71327665530991,1,Tablet,Social,0,0
287,39,370.9966125059184,1,Desktop,Direct,1,0
288,46,182.59185064175327,0,Mobile,Direct,0,1
289,48,300.316445219298,1,Desktop,Organic,0,1
290,26,499.2402160767599,0,Tablet,Direct,0,0
291,40,477.49802852900285,0,Tablet,Direct,1,1
292,20,182.1029979010093,0,Tablet,Paid,1,0
293,42,39.678382745482196,1,Desktop,Direct,1,0
294,8,233.25494814328874,1,Desktop,Paid,0,0
295,43,79.20759530557557,0,Mobile,Organic,1,0
296,23,264.9723714600012,1,Tablet,Direct,1,0
297,35,498.4785481944269,1,Desktop,Social,1,0
298,12,201.09009771620933,0,Desktop,Paid,0,0
299,3,,1,Desktop,Social,1,0
300,7,581.7180494880117,0,Mobile,Paid,1,0
301,37,410.0063443795111,0,Mobile,Direct,0,0
302,44,511.38045422408044,1,Tablet,Paid,0,0
303,20,507.20493534151933,1,Tablet,Paid,0,0
304,24,21.704144175659863,1,Desktop,Social,1,0
305,25,400.69014774966246,0,Tablet,Organic,1,0
306,19,464.83535200695707,1,Desktop,Organic,1,0
307,27,272.0729416808145,1,Desktop,Social,1,0
308,13,509.0521364854133,0,Desktop,Paid,1,0
309,22,401.8050829751446,0,Tablet,Social,0,0
310,36,414.0579208210108,1,Desktop,Organic,0,0
311,23,250.63618701762422,1,Desktop,Organic,1,1
312,20,531.432346237012,0,Mobile,Organic,0,0
313,30,233.56391168760746,0,Mobile,Paid,1,1
314,19,96.50437605685009,0,Desktop,Organic,1,0
315,27,,1,Tablet,Direct,0,0
316,39,246.79874748123467,1,Tablet,Social,1,0
317,45,454.00296661944344,0,Mobile,Paid,0,0
318,2,61.351157761876564,1,Mobile,Organic,1,0
319,40,398.48276628322765,1,Desktop,Organic,0,0
320,34,312.1980304246221,0,Tablet,Paid,0,1
321,9,196.69638116627996,0,Mobile,Organic,1,0
322,21,243.01345757386596,0,Tablet,Paid,0,0
323,20,421.99729508341886,0,Mobile,Paid,1,0
324,44,364.7653223416428,1,Tablet,Organic,1,0
325,48,52.11562869691271,0,Mobile,Paid,1,1
326,8,68.575964371816,0,Desktop,Paid,1,1
327,21,424.8140554723254,0,Tablet,Social,0,0
328,16,529.0515476384484,0,Tablet,Organic,0,1
329,1,104.9888601265419,0,Tablet,Direct,1,1
330,2,361.1987971384539,0,Tablet,Organic,1,0
331,5,131.5596469732622,1,Desktop,Paid,1,0
332,35,590.8497538275084,1,Tablet,Organic,0,0
333,10,,0,Tablet,Social,0,0
334,45,491.86226378564817,1,Mobile,Social,1,1
335,10,180.94979498092658,0,Mobile,Social,0,0
336,26,,0,Tablet,Social,0,0
337,15,95.9768306908775,1,Desktop,Organic,0,0
338,49,410.94637253120936,1,Desktop,Paid,1,0
339,39,589.092732958947,0,Tablet,Paid,1,1
340,39,299.3709773138673,1,Mobile,Social,0,0
341,3,66.89861849785433,1,Mobile,Social,0,0
342,15,17.828463769639527,1,Mobile,Social,0,1
343,46,427.99155716442266,1,Desktop,Organic,0,0
344,39,115.73223910897484,0,Tablet,Paid,0,0
345,37,561.2445840805034,1,Desktop,Direct,1,0
346,40,443.13022757563687,0,Desktop,Paid,0,0
347,16,120.30555004511214,0,Mobile,Direct,1,1
348,23,542.4163481766178,0,Desktop,Paid,1,0
349,19,140.62479055395963,1,Desktop,Organic,0,0
350,10,573.6669119950341,0,Tablet,Social,1,0
351,4,179.45258833568022,0,Mobile,Social,0,0
352,33,83.85976256416194,1,Desktop,Social,0,0
353,39,346.9300445139622,0,Tablet,Paid,0,0
354,13,361.2556028832792,1,Desktop,Organic,0,0
355,11,380.74614153473163,0,Tablet,Organic,1,0
356,43,170.15245776371697,0,Mobile,Organic,0,0
357,8,229.067713190845,0,Tablet,Paid,1,0
358,29,595.0582777164237,1,Desktop,Social,0,0
359,34,245.6243670115043,1,Tablet,Paid,0,0
360,37,70.17303197229303,0,Desktop,Organic,0,0
361,21,261.48119959976987,1,Desktop,Direct,1,1
362,40,122.42771165708321,1,Tablet,Organic,0,0
363,18,97.68929482026084,0,Desktop,Social,1,1
364,29,235.6544986035737,1,Mobile,Direct,1,0
365,30,212.8785991688887,1,Tablet,Social,0,0
366,46,78.87087449229455,0,Desktop,Paid,0,1
367,17,19.959784505984963,1,Tablet,Organic,0,0
368,23,383.4861620902473,0,Mobile,Paid,0,0
369,6,151.32432902638993,1,Tablet,Organic,1,1
370,27,515.3582977086215,1,Tablet,Organic,1,0
371,35,192.52568872439784,1,Desktop,Organic,1,0
372,37,331.5710562835802,1,Tablet,Paid,0,1
373,25,140.6112940347272,0,Tablet,Organic,0,0
374,49,119.05064987764924,0,Desktop,Direct,0,0
375,3,567.4215785065328,0,Mobile,Social,0,1
376,40,409.7720310191068,1,Tablet,Social,1,0
377,35,570.2770597440692,1,Mobile,Direct,1,1
378,40,128.0484607930399,0,Mobile,Paid,0,0
379,49,451.7912998269213,1,Desktop,Organic,0,0
380,4,141.88939911427445,1,Tablet,Social,1,0
381,41,,0,Desktop,Social,1,0
382,5,500.0481261818949,1,Mobile,Organic,1,0
383,1,135.96689276964486,1,Desktop,Direct,1,0
384,31,226.3920644052857,0,Tablet,Organic,0,1
385,43,367.2395025804744,1,Desktop,Social,0,1
386,9,547.2207365511017,1,Mobile,Social,0,1
387,27,26.13852989351255,0,Mobile,Social,1,0
388,38,339.3327496290805,1,Tablet,Direct,0,0
389,16,90.97637452023008,1,Tablet,Social,0,0
390,6,260.49034422929515,0,Mobile,Organic,0,0
391,24,325.07750312686073,1,Mobile,Paid,0,0
392,25,475.73167822974455,1,Tablet,Organic,1,0
393,34,598.887357488412,1,Desktop,Paid,1,0
394,47,340.34797495082677,1,Tablet,Organic,0,0
395,35,264.1130252542648,0,Desktop,Organic,0,0
396,21,309.5012136477235,1,Desktop,Paid,1,0
397,32,365.04081486125324,0,Tablet,Social,0,1
398,13,59.68942487014701,1,Tablet,Social,0,0
399,38,52.428372393557694,0,Tablet,Organic,0,0
400,30,212.89118561458372,1,Desktop,Paid,1,0
401,12,44.951501135830476,0,Desktop,Direct,0,0
402,33,302.20371378941513,1,Tablet,Social,1,1
403,30,162.17203027897466,1,Desktop,Organic,0,0
404,44,41.02017015225919,1,Desktop,Direct,0,0
405,23,40.21176680644312,0,Desktop,Organic,0,0
406,25,251.73512352691722,1,Tablet,Organic,0,0
407,30,205.35598480677467,1,Mobile,Social,1,0
408,32,490.522765238945,0,Tablet,Direct,0,0
409,30,87.11303565132867,0,Desktop,Organic,0,0
410,28,26.15238503019424,1,Desktop,Organic,1,0
411,2,45.56367433605315,1,Desktop,Social,1,0
412,10,205.92526245348873,1,Tablet,Direct,1,1
413,36,367.7735807059996,1,Desktop,Direct,1,1
414,9,305.09593353692384,0,Desktop,Direct,0,0
415,7,346.2994536025793,0,Mobile,Paid,0,0
416,12,379.8349293431129,0,Mobile,Organic,0,1
417,34,192.58727897674964,0,Desktop,Direct,0,0
418,15,,1,Tablet,Direct,0,0
419,49,15.26609043998659,1,Desktop,Direct,0,0
420,12,115.71649333373358,0,Desktop,Organic,1,1
421,48,391.19776828675157,1,Desktop,Organic,1,1
422,6,584.058746755346,0,Mobile,Paid,0,0
423,26,99.86089885131979,0,Tablet,Social,0,1
424,5,427.2142367231631,1,Tablet,Direct,1,0
425,49,155.1773149825683,0,Mobile,Paid,1,0
426,10,128.49075191507242,1,Mobile,Social,0,1
427,21,189.87029568788142,0,Mobile,Direct,1,0
428,28,110.15242230708805,0,Mobile,Direct,1,1
429,41,319.3839353743503,0,Mobile,Organic,1,1
430,11,569.1514576432795,1,Tablet,Paid,1,0
431,42,,0,Tablet,Direct,1,0
432,47,325.5172135841571,0,Mobile,Organic,1,1
433,14,446.51702479530616,0,Mobile,Social,0,0
434,16,126.83384261297323,1,Tablet,Organic,0,0
435,44,338.21652702967907,1,Tablet,Social,1,1
436,47,468.012872506921,1,Tablet,Social,1,0
437,21,200.27617769824525,1,Mobile,Organic,0,0
438,14,133.41607433449894,1,Tablet,Paid,1,1
439,12,181.52111154716997,1,Tablet,Direct,1,0
440,26,173.11884548354254,1,Mobile,Organic,1,0
441,49,,0,Mobile,Direct,1,0
442,9,47.99368411471547,1,Mobile,Paid,1,0
443,3,304.2680440869709,0,Desktop,Social,0,0
444,24,,0,Tablet,Organic,0,0
445,49,540.3643918291967,0,Desktop,Organic,1,1
446,41,482.716485000862,0,Desktop,Paid,1,0
447,19,547.1531569977416,0,Mobile,Paid,1,0
448,12,524.8466029494143,1,Tablet,Social,1,0
449,38,220.44616387832676,1,Tablet,Paid,1,0
450,2,466.17565258308775,0,Mobile,Paid,1,0
451,28,304.01660814597494,1,Tablet,Direct,0,0
452,42,160.81239293306362,1,Desktop,Paid,0,0
453,1,223.1130660479554,1,Tablet,Direct,0,0
454,29,347.37657822841635,0,Tablet,Direct,0,1
455,3,508.8152303887965,1,Mobile,Organic,0,0
456,23,17.186977639691296,0,Desktop,Paid,0,0
457,8,270.16521537482436,0,Desktop,Direct,1,1
458,14,13.328448202656883,1,Mobile,Social,0,0
459,28,179.61700025488474,1,Mobile,Paid,0,1
460,42,251.8865075236248,1,Tablet,Organic,1,0
461,21,284.81187274939936,0,Mobile,Direct,0,0
462,3,446.8900162639112,0,Tablet,Paid,0,0
463,46,442.00037347278845,1,Tablet,Paid,1,0
464,14,194.0812508605416,0,Mobile,Paid,1,1
465,19,226.4145596828883,0,Mobile,Paid,0,0
466,4,162.9959157398909,1,Tablet,Social,1,0
467,23,240.95884844040137,1,Desktop,Direct,1,0
468,7,210.12966882187786,0,Desktop,Social,0,0
469,41,402.18947889974726,1,Tablet,Social,1,0
470,16,86.80837269235651,1,Mobile,Paid,1,0
471,1,26.965776138098576,1,Desktop,Direct,1,0
472,20,21.637438853207158,0,Mobile,Direct,0,0
473,26,579.4921715989276,0,Mobile,Paid,0,1
474,4,155.26674403404675,1,Mobile,Paid,0,0
475,37,441.9813883059965,1,Desktop,Social,1,1
476,18,434.559506598084,0,Desktop,Paid,0,1
477,17,503.3668846663686,0,Mobile,Paid,1,1
478,22,238.930184703772,1,Tablet,Social,1,0
479,44,392.34877726024797,1,Mobile,Paid,1,0
480,44,224.08067269508524,0,Mobile,Social,1,0
481,34,148.34073117265967,1,Tablet,Direct,1,0
482,39,591.9414418227752,0,Desktop,Direct,0,0
483,42,542.8806359121419,1,Tablet,Paid,1,0
484,8,283.9045908582149,1,Tablet,Social,0,0
485,46,368.6707979658181,1,Tablet,Direct,1,1
486,26,581.9712890879164,0,Mobile,Social,0,0
487,3,212.17004382716354,1,Desktop,Paid,1,0
488,25,505.9799380439293,0,Desktop,Paid,1,0
489,37,243.81508103682515,1,Tablet,Direct,1,0
490,47,525.0456927421766,1,Desktop,Direct,1,1
491,48,297.1418988420344,0,Tablet,Paid,1,1
492,36,324.2864425348141,1,Tablet,Organic,0,0
493,15,456.1853172384554,0,Mobile,Social,1,1
494,7,529.992244421864,1,Desktop,Direct,1,0
495,31,166.44063907784104,1,Tablet,Direct,0,0
496,46,453.75759526532516,0,Desktop,Social,1,1
497,15,569.913188619736,1,Desktop,Social,1,1
498,13,23.282156311966343,1,Desktop,Social,0,0
499,22,102.50876189569523,0,Tablet,Organic,1,0
500,44,219.15341595415705,0,Mobile,Social,0,0
501,23,473.95500090574285,1,Tablet,Organic,0,0
502,3,355.2683486456569,0,Mobile,Social,0,0
503,20,553.9951367074196,0,Desktop,Organic,1,1
504,19,283.13393242952344,1,Desktop,Social,0,0
505,46,305.2507678965521,0,Desktop,Organic,0,0
506,48,340.5353794946834,1,Desktop,Social,1,0
507,30,545.1196396858396,0,Mobile,Organic,1,0
508,42,45.07746354476283,1,Tablet,Organic,0,0
509,32,311.39643239874385,0,Mobile,Paid,1,0
510,41,232.08740518326616,0,Tablet,Direct,1,0
511,39,190.65495231388547,0,Desktop,Social,1,0
512,30,432.5758048885579,0,Desktop,Paid,0,1
513,24,209.36367115992863,1,Tablet,Organic,1,0
514,37,24.48126084537156,0,Desktop,Direct,1,0
515,12,136.2501555331303,1,Mobile,Paid,1,0
516,44,182.04177627117176,1,Tablet,Paid,0,1
517,17,116.95494140118322,1,Tablet,Organic,1,0
518,9,460.55750599840735,1,Tablet,Paid,0,0
519,15,367.4030345799222,0,Mobile,Paid,1,0
520,25,417.70657608030666,0,Tablet,Paid,1,0
521,12,329.465610208874,0,Tablet,Paid,1,0
522,14,412.5936256686691,1,Desktop,Organic,0,0
523,20,432.0052217598499,0,Tablet,Organic,1,0
524,46,458.1479913821575,0,Mobile,Paid,0,1
525,49,468.8347075606332,0,Mobile,Social,1,1
526,45,172.0329685358418,0,Desktop,Social,1,0
527,37,152.20296935915553,0,Mobile,Paid,0,0
