trip_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,pickup_hour,pickup_day,passenger_count,weather,trip_duration
23,37.51468809130069,126.98438497238132,37.56842321636205,126.91752809320224,20,4,1,Rain,25.60125014237465
24,37.51219817548786,127.00159451885237,37.45986016451631,126.92976835567318,6,2,4,Clear,31.889399510313567
25,37.54906898921349,126.88271046921267,37.413492583933575,126.80059533453756,22,0,4,Clear,57.4129556820553
26,37.54823246380568,127.08256742292942,37.5001189647776,126.81989211438857,11,3,1,Clear,83.59857722367578
27,37.46690349474357,126.89919294366094,37.57553500119831,126.84521075784075,22,0,3,Clear,49.02336464139617
28,37.421063890831796,126.92335705997814,37.456144044985464,126.85520614494344,10,2,2,Rain,19.07888776219185
29,37.55436564529204,127.09291351573314,37.490150587422484,126.93565777398358,16,6,3,Snow,54.31520335225854
30,37.444621187659045,126.9437571137053,37.4805135748174,127.06247325325741,10,0,2,Clear,32.60109849015568
31,37.55825301647272,126.98386008482561,37.40967759778905,126.92181015373188,7,1,2,Clear,64.88439894225543
32,37.52361834468182,126.96205352724576,37.57366939327886,126.98815773441947,5,2,3,Clear,20.86970986805821
33,37.47159201923464,126.8532515279266,37.55177626355988,126.80774087071892,5,3,3,Clear,31.780466727796227
34,37.570454785884095,127.0974503562924,37.41915377854245,127.0564536409434,14,6,1,Clear,55.72708092745035
35,37.53823370967117,126.81772193409351,37.42643317602498,126.8339403482999,19,4,4,Rain,49.47245831869592
36,37.50902165381184,127.09504868438843,37.40211637240778,126.8852866750574,11,0,4,Rain,89.66349042906046
37,37.460179990159205,126.94039871141257,37.59714364423167,127.04502074617103,8,2,1,,70.74789013776753
38,37.59725612103012,126.85688192241325,37.4832360392166,126.87946325747204,12,0,1,Clear,40.02062584570984
39,37.56770810269459,126.85007923832136,37.586077961350995,126.87739993506395,14,5,4,Clear,11.503114844279185
40,37.42731514751185,126.99667404701235,37.48402865418702,126.98089582473906,14,2,3,Clear,18.10662960282129
41,37.56124575293352,127.01324236524346,37.42076007261913,127.07097352545061,12,5,4,Snow,52.75070070079734
42,37.42403772017909,127.06960835139493,37.468664836059475,126.86409478964126,8,2,2,Clear,75.45824154142589
43,37.449549546067466,126.87095573391176,37.48364632587693,126.98624548935263,10,5,1,Clear,46.02225546993592
44,37.5915099527189,126.92996342858244,37.43532287127798,126.98005642961475,21,3,4,Clear,53.79565921461027
45,37.57398094484237,127.09135756071103,37.41070157133882,126.99785688540075,10,0,3,Clear,61.052099645365224
46,37.52120068653058,126.92840078938332,37.463303651606154,127.08403073621619,8,0,4,Clear,65.38838307348014
47,37.539825633564725,126.93787440901893,37.507858654296825,126.84976454335848,16,6,1,Clear,32.35877820457613
48,37.41792189395684,126.88655921219065,37.45106521832856,126.996307197837,22,2,2,Rain,40.77872859704709
49,37.46647477137092,127.06128533846598,37.59173679414258,126.8547140186167,20,1,3,Clear,87.82242673942781
50,37.46448492346045,126.90968656509807,37.4962849582204,126.89429036172002,5,4,3,Clear,18.303421009412872
51,37.40653377483988,126.99066224297269,37.4260543442379,126.91698846006389,21,4,2,Snow,29.981511690462344
52,37.540820381335145,126.8547797999715,37.482698664012744,127.05061725962346,4,1,3,Clear,70.21912927866279
53,37.461510847862385,126.98472280665895,37.54154001698465,126.81611300898625,20,3,3,Rain,60.449004711146706
54,37.52661853282718,127.08018952849132,37.497429682144,127.02009573746138,2,6,4,Clear,20.22401108408131
55,37.40544481161854,127.0330494525969,37.466246778528685,127.0737776100761,5,5,3,Clear,11.859301268357473
56,37.40032869707001,126.82030771367359,37.42125999878106,126.82377255194416,21,1,1,Clear,5.0
57,37.434001372870945,126.99018911677142,37.491911146620126,127.03721900485041,16,5,2,Rain,31.12010286155162
58,37.54057732251543,126.96760196159273,37.419477246578865,126.83229267459332,10,1,1,Clear,61.32009051659823
59,37.52083429079064,126.9015723680269,37.47417645401797,127.08885609445888,3,3,2,Rain,62.16251427361176
60,37.44018125966033,127.05281075892977,37.423244853347406,127.04460941386948,11,2,3,Clear,22.456733956939114
61,37.50467478361159,127.03751231290235,37.53523205968088,127.00849530205564,9,5,2,Clear,27.470542300605107
62,37.52384410832801,126.99458182961948,37.554520698899296,126.96501784109867,16,0,3,Clear,5.972335402651023
63,37.58778897453929,127.02325452992449,37.44869704710583,127.07624524646938,5,6,3,Clear,53.405716330586145
64,37.552485150177304,126.8579487316693,37.41494318204546,126.83572138997387,17,5,2,Snow,64.60266410477581
65,37.42716667643977,127.07610963143229,37.46940608817639,126.83653526405503,20,5,3,Snow,81.5812710657799
66,37.45404601002049,127.0004096691877,37.51210552385288,127.0467468539086,18,4,1,Clear,45.16368634464517
67,37.48069724811507,126.94034520084955,37.553587617239955,126.94469596347376,21,5,2,Clear,18.10162999505915
68,37.42105811999,126.85793248021442,37.480579567322465,127.0535169165024,14,4,2,Rain,66.80570122864181
69,37.51107133482776,127.00482900805302,37.47318908041256,126.9171985167608,11,4,2,,29.490316082337003
70,37.58141857008311,126.8290151022288,37.581667345263774,126.9355580657416,18,1,3,Clear,51.57846663008981
71,37.46127554047356,126.89592431052898,37.48993727140983,126.89962360089415,4,2,1,Clear,21.271409444849986
72,37.59692917858112,126.97213447743101,37.48944361251784,127.08522147856426,17,2,2,Rain,61.96495132381037
73,37.449863494626406,126.99382854663016,37.48199982226932,126.93948501340643,11,5,3,Clear,27.198363011999316
74,37.494453278231134,126.8051990538531,37.47264391908448,127.02652912174082,14,1,4,Clear,67.33828214441051
75,37.468607009369464,126.80264299609264,37.545696562004096,127.00877264476885,9,3,4,Clear,80.93439457152299
76,37.46162295612041,126.83343847010374,37.45635652164891,126.87052608309563,18,3,4,Clear,25.66685684158506
77,37.47557416027699,127.03049870737955,37.47575515798769,127.07419471512533,8,2,1,Clear,37.1139192426083
78,37.40648240739063,126.97013075442473,37.456458070480565,126.96340462708568,5,1,3,Clear,14.728787423484121
79,37.50640206800579,126.98252416034364,37.51406377543841,127.05674181420378,13,5,3,Clear,27.82480581150333
80,37.54828192043749,126.98102873830626,37.59207825004696,127.04965636494862,0,4,4,Rain,36.27008070424646
81,37.572758497640606,126.81104518164342,37.47805897912094,126.81760098946522,0,6,1,,23.753048231573594
82,37.464871039980935,126.8516838438236,37.593640730791435,126.98593183843073,10,0,3,Clear,62.9628315983085
83,37.510080847582486,127.01835989838722,37.531338407399495,127.03669534016385,2,2,4,Rain,13.977349820671815
84,37.57855920551408,126.99371542235019,37.55908912471826,127.07194948174575,20,4,1,Clear,25.780224406844187
85,37.55997444666567,126.93358704255465,37.46660064832809,126.9518887049491,21,2,4,Clear,39.62567751474409
86,37.492815001204555,126.80611986231489,37.44488442116583,127.02521379321905,4,6,2,Snow,80.86245580125393
87,37.4329692511823,126.92505333122472,37.51536204668996,127.09088912904079,7,0,2,Clear,73.84267689763523
88,37.51166051262344,126.87438625182133,37.59815022398097,127.04835272819797,21,5,1,Clear,61.80021966754123
89,37.59793923894063,127.00918077269365,37.542037948704234,127.05632694987021,17,3,3,Clear,31.70378820136319
90,37.55150012276943,127.04740307589194,37.53632493170407,126.92218484599199,4,2,4,Clear,43.74024147389956
91,37.56960451991433,126.9511419731805,37.49002048389529,126.82750660142563,11,5,2,Rain,48.34227553353871
92,37.43775232777409,126.92105767805454,37.57589696169921,127.08980856531704,22,1,4,Clear,69.96057518441798
93,37.58077824673955,126.88191271415104,37.539393564024344,127.00874556824564,17,3,1,Clear,54.53973348948117
94,37.402824523012654,126.82778322698302,37.534976631310904,126.85134919730666,20,3,1,Clear,42.34691967175495
95,37.57244232576998,126.91152449531428,37.45850651618875,127.09214965832938,11,4,3,Rain,69.21256957077652
96,37.44782415053768,127.0034096056037,37.59154667973027,127.01473582486261,20,1,3,Rain,42.09398382181019
97,37.52454265441269,126.99982328876224,37.450077583281384,126.82711049814979,7,5,4,Clear,76.60659234464782
98,37.4586104117642,126.92383325492796,37.504737410041436,126.85124403905084,8,2,2,Clear,36.98502317368528
99,37.42705919036823,127.0897935143205,37.467911135973864,127.05962311665128,14,6,2,,20.79574251919704
100,37.44941959385276,127.08202243008988,37.43615505088463,127.08614974678652,2,2,2,Clear,7.546119480923674
101,37.494585657341084,127.06269523168879,37.428818675440695,126.90944819330583,14,1,3,Clear,58.279946657291816
102,37.583932279002596,126.9307394610404,37.45857798571895,126.92397856629317,3,3,2,Snow,45.638126843257396
103,37.47780078789786,127.0239596362562,37.53779588491787,126.91863636425943,15,2,1,Clear,43.898856702031935
104,37.41117390859023,127.0786999449164,37.5949564140347,127.05060685858288,18,2,1,Clear,66.93071954719153
105,37.404753584228246,127.0212910926865,37.570653403508956,126.93597684091279,17,2,2,Clear,72.00301262436201
106,37.44197412053514,126.89472818703324,37.44360546984194,126.91257716531112,15,0,3,Clear,18.3883105122612
107,37.4104057736368,126.82040239766337,37.41568256101023,126.98656058817073,11,1,2,Clear,53.16315726656278
108,37.47422587469044,127.08740373143996,37.53733612488391,126.94715988809779,11,0,1,Clear,56.3832843797779
109,37.47685059445046,127.09772785269948,37.40600689902349,126.96002703350399,22,0,2,,51.40605780578216
110,37.59442815767004,127.00809231979375,37.57182455106913,126.9221039498446,3,4,4,Rain,30.124071624781273
111,37.46124691518981,126.89460589674246,37.56510954880507,126.93815425774632,14,2,1,Clear,39.719658042807
112,37.51978682674468,127.05950861594961,37.55874006321569,126.81079259975809,18,0,4,Clear,88.36335032757384
113,37.56376474063749,127.08603633407664,37.51048407357197,127.07773469643082,17,1,3,Clear,37.67642672777068
114,37.502604573365296,126.95193287395678,37.594706806823034,126.80917182758515,10,4,4,Clear,51.698205871954166
115,37.53931428323223,126.89349478197224,37.49167328055265,127.03184372021354,23,4,1,Clear,51.664875171333534
116,37.59487776853074,126.92190792320788,37.597306492960875,126.88948061967915,22,5,2,Clear,20.14848304468376
117,37.464830464823436,126.82215442193309,37.57637430000571,126.83367628619798,14,6,3,Clear,40.76985081374393
118,37.414842115279875,126.96970041301968,37.425308394778625,126.98290826090826,15,3,3,Clear,7.210519472681108
119,37.48606293014675,126.9136560471584,37.578979508910045,127.01208548999237,10,3,4,Clear,46.535997023470614
120,37.50812671519713,127.06536219218147,37.460973458480346,126.9890604909692,10,4,3,Clear,28.237729144207755
121,37.51599728373727,126.88266570212019,37.5536500931597,126.97282512563757,20,1,4,Clear,33.25513511822891
122,37.54771252089721,126.8025111000568,37.40004183193326,126.96085596336354,12,0,2,Rain,67.33876451489317
123,37.57961700412529,127.02114877207367,37.45516947525617,126.9623176164293,6,3,1,Clear,42.489603612784194
124,37.500033052360955,126.80222250535678,37.551689675006216,127.0596263286201,14,0,2,Clear,86.9136662491278
125,37.4286811409286,126.96379133140721,37.594469463132434,126.82704609570538,16,6,1,Rain,74.39181251633659
126,37.48068168616734,126.8543776868018,37.434192518223504,126.84721062436111,23,1,4,Clear,24.3778819546292
127,37.431073879716564,126.9831437497897,37.49188234821784,127.04379529514205,12,0,3,Clear,31.976171177962012
128,37.43646063107089,126.85936528161533,37.51743393874648,126.89091198012463,3,4,1,Clear,38.416173801817436
129,37.40033994440122,126.9505631346978,37.59051251080615,127.03146803961218,0,3,4,Clear,63.6155786108371
130,37.585942433547004,126.90052066098795,37.49065379122449,126.9058087834912,11,1,3,Clear,40.056325119026326
131,37.54905198209485,126.85476646949078,37.586706945981184,127.07762303505261,3,4,3,Rain,77.35241552836008
132,37.420055209242626,126.98194476020198,37.59563759348678,126.8844001013295,0,6,4,Clear,65.45670582515677
133,37.58402128729649,126.82466559214268,37.588326390734025,126.92806891144129,5,1,3,Clear,37.16319827777082
134,37.57407166745359,127.08234087165009,37.54974609286507,126.84765244353541,23,6,4,Clear,80.96525082990838
135,37.58197800355562,127.03343886883077,37.42524612210498,127.00000535940826,10,5,3,Clear,56.386798722880286
136,37.419462788502145,127.07476028738391,37.52048267322332,126.92086433126622,20,3,2,Clear,61.5342919301691
137,37.41597861956302,126.81274017690346,37.5507053566159,127.08236125452818,17,0,1,Clear,90.0
138,37.41354705274368,126.80064191177934,37.590981186209035,126.80472440155472,17,1,4,Clear,65.62285745176878
139,37.593384451412525,126.9073785032411,37.555591989498936,126.91629541400205,19,3,4,Snow,29.190622197850114
140,37.53209399980463,126.98500416151705,37.50778699795332,126.80708888453269,5,5,2,Clear,53.148686948343
141,37.43559641642969,126.87331866638009,37.44103273373245,126.89871245808816,13,5,3,Clear,16.451869900050923
142,37.58583189707199,126.96479773349068,37.49141121470371,126.9140735720597,5,4,1,Clear,28.28335160409022
143,37.48863300794573,126.98180048862127,37.52766017113341,126.87744091876147,21,3,1,,39.960433458081084
144,37.55708939531481,126.8454880984298,37.46491983298472,126.8766593342836,14,0,4,Clear,32.805241297994684
145,37.527237646889006,127.03066172470389,37.4912900906638,126.87801785667283,21,6,1,Clear,49.848801288182344
146,37.529930959002805,127.08090774357521,37.40347207651311,126.87987696319577,0,3,2,Snow,74.8666685042488
147,37.487945827495665,126.99203831998247,37.57580500778738,126.88468584917936,16,6,1,Snow,32.205247223454464
148,37.478990047070525,127.08435463426693,37.40695317990543,127.05538938066466,11,4,1,Clear,26.083145812464316
149,37.43238410493736,126.87384013796135,37.48185804509546,126.81171621602722,2,4,1,Clear,24.48663104302344
150,37.41415614059235,126.81095436227187,37.502194800375214,127.09667293937062,1,1,4,Snow,90.0
151,37.5855983002517,126.87423067705167,37.59448360548557,126.88445694982364,22,4,1,Clear,24.6690284443769
152,37.587324739606466,126.99443337357741,37.5870327014662,126.80838384668635,5,2,3,Clear,53.87033560703939
153,37.5282595927425,126.97929047626712,37.529272015326974,126.8525477510469,4,4,1,Clear,45.004733484193316
154,37.477612257127326,126.88022170299006,37.516810732135035,127.08255988183096,7,6,3,Clear,72.85209448451525
155,37.40501800167412,126.92241418838431,37.47331118220797,127.0992570432371,1,0,1,Clear,57.310391797555376
156,37.489531228386355,126.91029056780557,37.40821747561432,126.87402592039562,11,4,4,Clear,24.976179056449777
157,37.53179506770613,127.08512772438515,37.45354143986407,126.86763478052193,6,1,1,Clear,79.98422283073076
158,37.460057370193006,126.89430141835557,37.569544551781235,127.05082707841017,13,6,4,Clear,68.32735619642936
159,37.468487452334585,126.85793385945657,37.529653836060916,127.07426357440893,9,4,2,Clear,79.34190377341291
160,37.494464681915346,126.96968379411479,37.562885231348005,126.99510834429435,19,3,2,Clear,43.45818053240956
161,37.49898355098358,126.83744715548453,37.56739465604129,127.08074609452515,13,5,2,Rain,75.64104552803188
162,37.54857296147798,126.95236096623385,37.41244147463592,127.08500374366189,10,5,1,Clear,60.01493535092058
163,37.49995224761145,127.0060834019851,37.467428588694474,127.02790647654052,18,3,3,Clear,32.14484632792151
164,37.56905494261792,127.08297892654164,37.535197478791645,126.90461250030793,0,3,2,,54.459361655091186
165,37.49655530667401,127.06767730893407,37.57061767014762,126.84483790174909,1,2,2,Clear,71.75084909603841
166,37.40638238434975,127.05236477251658,37.56028661013438,126.95530177980105,22,1,1,Clear,59.70910587466605
167,37.4282812231094,126.91816183287405,37.484429226652985,126.88688302795954,2,3,4,Clear,24.468232749498696
168,37.54363235840421,127.06819229992355,37.58642056986689,126.83555054943221,4,6,4,Rain,70.57158631253199
169,37.49037234512045,127.01499166903825,37.46014341843403,126.91819893528478,10,3,2,Clear,46.585841943460565
170,37.49224348666305,126.93245811411978,37.47515525805018,126.94392972319048,18,6,1,Clear,18.955355061244184
171,37.595601360661036,126.96922352342541,37.43628416646714,126.99859584557622,6,6,3,Rain,58.36450835997021
172,37.51429231871642,126.93083325922089,37.445384105273654,126.86634181207857,15,5,4,Rain,36.29312380126086
173,37.42338406891333,126.85903630525227,37.40174262445602,127.06054810561346,19,3,1,Snow,73.77432145560772
174,37.48675087586702,126.93550622573004,37.46169814441937,126.85563253526578,7,5,3,Clear,42.42944206023689
175,37.51226505853135,127.04222290376818,37.4613140364467,127.09916892852405,23,6,3,Rain,23.720802141569713
176,37.4074931262997,126.87997641705154,37.41345501694413,126.96706374558687,3,5,1,Clear,31.541599390970834
177,37.47292197097392,126.99210214821402,37.468095577257195,126.84405270860867,11,1,1,,53.55872879127149
178,37.59356362638344,126.96598196264414,37.46027665394001,127.05031809712456,17,6,3,Clear,61.52719453334419
179,37.55026064427013,127.0760326686842,37.55981091875376,126.87611935231702,22,6,4,,67.09979505992264
180,37.47443051352872,127.02385088441856,37.43124933657762,126.85649390676343,13,5,2,Clear,53.97133791447593
181,37.45242235377258,126.90841742544254,37.545016497098615,126.84043783133636,16,3,1,Clear,40.33892554694385
182,37.45663047944372,126.96851792013639,37.42599726185338,126.9652684359363,11,6,1,Clear,14.772212569077166
183,37.565682910469,127.07336360027031,37.49924676730907,127.06379794567779,8,2,1,Rain,33.30318398039353
184,37.48032539572063,126.86794417606653,37.547276787756104,127.06913303147964,15,3,3,Clear,59.454302883720466
185,37.568634965261296,126.94234499543036,37.5212911372727,127.03568557529938,20,0,2,Clear,40.30271935998477
186,37.58174873099109,126.86650418679862,37.52917541642894,126.97443417758186,9,2,4,Clear,60.968422230585986
187,37.49283983437064,126.92552732915425,37.44127414745918,126.95896510715819,19,0,1,Rain,36.13550663930941
188,37.58905448554893,126.81746696968693,37.56548054494436,126.91213152296498,19,3,1,Clear,43.201507244861865
189,37.45999027814645,127.06279113358899,37.59042289576267,126.81321991959952,10,3,4,Clear,90.0
190,37.45200411784982,127.09347372544649,37.43087388828035,127.05097665734503,8,1,2,Clear,34.96824619576512
191,37.42146039501899,126.97034253149805,37.577653431220185,127.0998416724438,0,5,3,Clear,72.26615071557785
192,37.44916081371071,126.96622218300605,37.47953832110289,127.07625410067857,15,0,4,Clear,43.80289626729129
193,37.554530738119304,127.0867470171055,37.539767042311944,127.0799115658239,3,0,1,Rain,12.106689834293697
194,37.48075752480065,126.91797250587861,37.5013441137543,126.89996691005167,21,4,1,Clear,16.581431277732108
195,37.429632576096495,126.98632724092484,37.55866785947769,126.82979175164682,7,4,3,Clear,76.45037753304695
196,37.421406301686346,127.0511783340655,37.40905651020423,127.06147495524301,1,4,1,Rain,5.04355149742087
197,37.49804833733824,126.95172324062827,37.46473735626786,127.02914296252523,13,4,3,Snow,28.391809289920708
198,37.50787088383772,126.86644943108944,37.409497337760406,126.91711221818497,23,0,4,Rain,36.581273737072706
199,37.55891100066915,127.04381045571363,37.588339953252294,127.05007326721037,8,1,4,Clear,25.489174880251415
200,37.54296161725851,126.8813406338547,37.43403021369127,126.84162070255886,23,4,4,Clear,30.96418508149269
201,37.43342299259011,127.05313277579498,37.484912992933474,126.99532525697342,13,0,4,Snow,30.779392251587666
202,37.45537743442701,127.08338391715404,37.528289229566454,127.08601516570074,13,1,2,Rain,16.82296713734268
203,37.538752843241355,126.963814904277,37.49230024971575,127.0731254994714,20,1,2,Clear,42.688098425200465
204,37.43611455766503,126.81478927868417,37.50730846485321,127.02825492474902,11,4,3,Rain,78.35666548765815
205,37.56064486506474,127.0866853442123,37.44080351176435,126.87997483604175,10,0,4,Clear,81.1554824334039
206,37.53147152260756,127.04939729225383,37.41340580989964,126.83076910749426,0,2,3,Snow,75.0627411461056
207,37.50726846275474,126.83520779047927,37.451477677277246,126.89742083380136,21,0,3,Rain,33.18745512967072
208,37.528851136355634,126.98881628973217,37.4634313017926,126.98520603163472,0,6,2,Clear,28.177592037797915
209,37.41994312937242,126.89468366016499,37.48316277605109,126.89495177185536,10,6,2,Snow,32.494944448014124
210,37.509604408285185,126.89909900457228,37.45919003401254,126.92393430749163,19,1,1,Clear,35.68846518422852
211,37.4902599491594,126.97409226001894,37.40716219356097,126.9210818829293,14,3,4,Rain,39.70051859481933
212,37.50259299253877,127.01356400246483,37.4189215930299,126.90074801806642,20,6,3,Clear,44.951662357327386
213,37.467533392185025,126.8033701481847,37.534763671885436,127.07703547298178,22,4,3,Rain,85.28041608420368
214,37.49363538978314,126.84580183490775,37.41263066840699,126.89598577178879,8,6,1,Clear,47.908305597216035
215,37.5766499512489,127.07084044630808,37.40924272032947,127.09805818316494,19,1,1,Snow,72.27234534904218
216,37.46897072179189,126.94849760112986,37.56235724758248,126.86280024058102,20,6,2,Clear,39.847041007188245
217,37.408987123641595,126.94756307130582,37.40824869413525,127.06178750365247,21,2,1,Clear,33.208881618132494
218,37.4512963149065,127.05209445865604,37.41374667248212,127.01970114149876,16,2,1,Clear,20.49362483784323
219,37.490872712566116,126.83881248413505,37.50990253355784,127.00064152112813,9,2,3,,64.10211065927065
220,37.50669811233135,127.01409929308215,37.488568884379255,126.93360447052635,14,6,1,Clear,30.922713485416555
221,37.4854296057675,126.95186768926455,37.59289037774,127.04497613620353,11,6,4,Snow,52.08509499814195
222,37.56532243016722,127.02247666417534,37.58736933099201,126.94766567035393,4,2,3,Rain,33.54190221085177
223,37.5830345835773,127.00378019706258,37.532043732722826,126.84066209714875,13,5,3,Rain,56.309939431642974
224,37.497360146785326,126.999945324064,37.41437348555048,126.88414918473302,9,0,3,,52.7622233765179
225,37.415175957489815,127.0568113630109,37.50063801672718,126.85472882453269,19,1,1,Clear,79.1948534104726
226,37.48419746626516,126.96523398368694,37.40901335635474,126.97088402262733,0,2,1,Rain,24.635459592638245
227,37.436247787804746,126.92235489290105,37.58158742464935,126.99662164729216,15,6,3,Clear,53.36371847687921
228,37.45669928015885,126.85954860902874,37.5319966033168,126.90078039889836,3,1,2,Rain,28.181333143078717
229,37.56657987693271,126.90319305523644,37.51477926390502,126.81185474148893,4,6,4,Clear,35.277610647785615
230,37.50705837949537,127.06097858604686,37.48558077075387,126.99762128340329,8,1,2,Clear,35.43862870702804
231,37.565718342528164,126.90124190501042,37.501943372904,126.81858792993899,16,6,3,Snow,33.10399588438121
232,37.5971252728406,127.09562712256412,37.480058926022124,127.08970204949094,5,3,4,Rain,41.77483005333723
233,37.509045743603295,126.98239645588663,37.419922806588616,127.0661833227431,23,6,2,Clear,50.835399344218544
234,37.582452452677565,127.04449033567805,37.532197290318436,127.04926448290371,4,0,4,Clear,19.310799127773105
235,37.536693194046144,126.94797839166668,37.59928216812749,126.91026288788588,17,6,4,Snow,35.513937993902104
236,37.42036369856194,126.99636633081064,37.422498616562095,127.02349787014644,16,3,4,Clear,14.698023736278273
237,37.48357978137827,127.0968590528094,37.59883636214357,126.81375579566581,20,4,4,Clear,90.0
238,37.5317879764339,126.95008097308195,37.57992247005878,126.82689040730348,10,4,1,Clear,43.94161085811704
239,37.5410523304308,126.87900775746573,37.57883692471935,126.94836384574425,2,5,3,Clear,25.30196656252666
240,37.572133195818424,126.99496317825195,37.56624989247702,126.97602960746114,5,4,4,Clear,5.59873605595172
241,37.52745825968766,127.07588217905622,37.584710696517334,127.03008521351326,8,3,1,Clear,32.601831278592385
242,37.41801876053766,126.80515958467927,37.449284902900914,126.8893142749055,12,1,2,Rain,28.628501066634048
243,37.42848859891826,127.09776668124694,37.48743029296794,126.96278148620132,0,5,2,Snow,43.97920533622246
244,37.46566442684937,126.96336451536614,37.49596298139465,126.81876277276191,14,4,1,Clear,55.716636352404095
245,37.45880874461305,127.03983331621936,37.413596047714485,126.9412603238465,19,5,2,Clear,51.69106704552743
246,37.44432107191233,126.83546654639137,37.59619101667722,127.00137813438519,3,4,2,Rain,77.18648121244085
247,37.523459240360964,126.88745067577302,37.537888510068285,127.09689247778714,22,3,1,Clear,61.18982945909162
248,37.48594201483908,127.09314776101841,37.490313977448594,127.03038811643441,1,6,1,Snow,22.403817335169283
249,37.536997756189045,126.886371395955,37.59845229801538,127.09864451721334,15,1,1,Clear,73.39287934597988
250,37.47739379562928,126.92366452591584,37.454439442503215,126.94937468872445,23,4,1,Clear,23.603388910861163
251,37.454816373773305,126.88421034460794,37.46740411395226,126.92988569234808,5,0,2,Clear,15.449883985844451
252,37.51009423468493,126.94054027506093,37.43817101447995,127.05026190843478,19,4,4,Clear,49.92658987795661
253,37.41935201434686,126.84771605948013,37.43730232757166,126.9387155289875,14,3,1,Clear,33.779024215004426
254,37.59773166742683,126.95265431961377,37.437696035441945,127.02684143505844,18,3,3,Clear,66.54969651004828
255,37.53112598658169,126.88953190628027,37.5221673765226,127.09835091824088,6,0,4,Clear,76.23239051515229
256,37.424432469796265,127.0445376661211,37.45882687114051,127.01737877325955,10,6,2,Rain,20.85739718123699
257,37.524481720167856,126.91692912189099,37.59034558221113,126.80429085669336,17,1,4,,54.71605117883167
258,37.41488643946745,127.03781608667427,37.56334519583546,126.85408500349331,7,0,2,Clear,84.45034781688287
259,37.50124518217487,126.99252638684104,37.4322411550055,126.88288041381581,1,5,1,Clear,43.23259732114751
260,37.45817260580705,127.07452827163293,37.56679614328448,127.04664064194063,11,4,2,Clear,29.520488564458425
261,37.54015259135861,127.04318720339876,37.46913153871024,127.07963998609239,21,3,1,Rain,29.158797256011248
262,37.497414399033,127.07033557523765,37.44555363342953,126.99490928809739,7,1,2,Clear,40.02559299131288
263,37.55717497813214,126.95769262674823,37.556414268907055,126.82641115116127,0,4,1,Rain,47.548885494894535
264,37.44595162612079,127.07403350933654,37.57139961093317,126.94985731948935,6,0,2,Clear,53.465832363040334
265,37.53123581314742,126.8464218634809,37.59208981005881,127.05771271549733,8,6,3,Clear,84.37652731351196
266,37.53756780502277,126.82533185581518,37.48404383601031,126.90865569424162,21,5,1,Rain,37.42501134511279
267,37.495503410204996,126.95780655188908,37.51242227757601,126.81958211067719,21,4,1,Snow,47.57543971881593
268,37.57166113187045,127.04781444745574,37.52298343926066,127.03387420276773,8,0,3,Clear,36.45883847513914
