route_id,origin_lat,origin_lng,dest_lat,dest_lng,departure_hour,departure_day,vehicle_type,weather,traffic_level,road_type,has_toll,arrival_time
17,37.46507728681248,127.11329496637974,37.6372979926738,126.88321572684306,11,3,Car,Clear,4.0,City,0.0,72.22351749810318
18,37.527650734926766,127.08194603584613,37.402054121337756,126.82826918831857,13,1,Car,Cloudy,3.0,City,0.0,53.145892069832286
19,37.47550661341555,127.10991605635832,37.5842238565095,127.01526949775541,5,1,Truck,Clear,2.0,Highway,0.0,10.901024449640826
20,37.54359929778427,126.95056262993178,37.56217431907745,126.84885340712127,9,5,Car,Rain,1.0,Mixed,1.0,15.552440560735757
21,37.42212667892626,126.98877369394178,37.41553325277707,126.9791647354302,10,3,Car,Clear,4.0,Highway,0.0,5.0
22,37.52501858942421,127.02203955322729,37.410122203771536,126.9190706983497,12,2,Car,Snow,5.0,Mixed,0.0,76.90802684319534
23,37.41779012096029,127.0735178652988,37.41441668567897,126.811349003573,13,5,Truck,Clear,5.0,Highway,,41.690303708162475
24,37.644930556991596,126.92219324899912,37.609912413401176,126.96177932421958,21,5,Car,Rain,3.0,City,1.0,19.281435201939964
25,37.62945706063654,126.82155720683681,37.534819598381425,127.10682521160626,12,3,Truck,Clear,4.0,Mixed,1.0,66.37772208112665
26,37.56164449935394,127.104247775281,37.59612076705013,127.10865550783763,2,1,Car,Cloudy,4.0,Mixed,1.0,10.296733473560593
27,37.62984765748305,127.07032244587779,37.60381792642469,127.05435302742329,7,6,Truck,Snow,4.0,Mixed,1.0,14.744427191729743
28,37.547016505348886,126.97387261877958,37.57156705475304,126.96771267037465,5,3,Car,Rain,3.0,Highway,0.0,6.316763395884573
29,37.47659823724324,126.82913149255101,37.63741383227216,126.9210605961779,20,4,Car,Cloudy,3.0,Mixed,1.0,36.342326812273335
30,37.43645497541798,126.9520613366242,37.40856797574816,126.81073372735345,3,1,Motorcycle,Clear,3.0,City,0.0,26.784008278816614
31,37.64837946679749,126.8186382644072,37.46200103668795,127.05259838060928,4,5,Car,Cloudy,1.0,Highway,0.0,28.466986672591617
32,37.461228636010034,126.98941504037232,37.51369105355609,127.11887937099122,1,4,Car,Cloudy,3.0,City,1.0,24.802749541089817
33,37.616676301603924,126.82628900599107,37.5949366919599,127.00463615067021,0,4,Motorcycle,Cloudy,4.0,Highway,1.0,20.273802178527042
34,37.50799954757554,127.0599432922909,37.4898350145109,127.14944799902005,4,0,Motorcycle,Rain,4.0,City,0.0,30.005855588925392
35,37.48114183178013,126.84223911486727,37.50075124402181,127.02798587848999,12,0,Car,Rain,1.0,Highway,1.0,23.479760270878266
36,37.462079585372734,126.9277222758542,37.57195190962268,126.8562274398453,13,1,Car,Cloudy,5.0,City,0.0,45.967458110037256
37,37.61562810912792,126.90603689391527,37.480652395888576,126.97654630876985,9,3,Car,Clear,4.0,City,1.0,29.652588218581826
38,37.61027350159144,126.8740268313455,37.63992116965012,126.99750697171952,1,5,Car,Rain,5.0,City,0.0,50.504285798190224
39,37.61811028906187,127.13169459017053,37.48605439668455,127.07183403845772,10,5,Car,Cloudy,3.0,Mixed,1.0,26.21732297693595
40,37.583657774786374,127.06431217081288,37.53934678787308,127.03287998788169,18,1,Car,Clear,5.0,Mixed,1.0,19.605847994946533
41,37.415769970523414,127.06268475452124,37.407891777121144,126.8180117160445,5,4,Car,Clear,4.0,City,1.0,50.492403442138084
42,37.488402567531125,126.9370084158058,37.48756448727916,126.87353772195551,21,1,Motorcycle,Clear,1.0,Highway,0.0,5.0
43,37.60368209629466,127.05522896218574,37.41352529549755,126.82023681235678,22,5,Car,Rain,2.0,Highway,0.0,44.205715269750264
44,37.64326923905504,126.97172469513752,37.6180189761279,126.95643625409699,9,2,Car,Snow,5.0,Mixed,1.0,10.424653624490656
45,37.61519265578238,126.9625583870657,37.60555812507619,126.94332359013062,19,3,Car,Cloudy,5.0,City,,13.496821104624686
46,37.56717137829952,127.08606667301981,37.465069571552405,126.96844655982862,14,5,Truck,Clear,2.0,Mixed,0.0,24.738746932200886
47,37.605882441135265,126.92145067149845,37.64893860226349,127.1498434689816,11,3,Car,Cloudy,5.0,Highway,1.0,42.09386097289073
48,37.49182515058482,126.8315423904157,37.524535457034546,126.80850947550037,17,3,Car,Clear,5.0,Mixed,1.0,13.458874141717965
49,37.567488165296155,126.81721494531352,37.44845916819869,127.13760338852798,4,4,Truck,Clear,5.0,Mixed,0.0,115.66071435396961
50,37.58962160504904,127.09589903536822,37.47127733086749,127.1167622544922,4,4,Car,Clear,3.0,Highway,1.0,19.57319989865543
51,37.52565563659434,127.07925917010417,37.47800701053207,126.91023536123755,8,2,Motorcycle,Cloudy,3.0,City,1.0,27.526325720607602
52,37.46518901156184,126.99393595904134,37.43861333532506,127.11786290549101,21,5,Car,Cloudy,5.0,Mixed,1.0,35.62352580760138
53,37.63197648077063,126.92083709631257,37.53327853253976,126.95350477697535,11,4,Car,Snow,2.0,Mixed,1.0,19.727011526412888
54,37.599922724951945,126.88236427068206,37.45275597801766,127.07529360013682,11,1,Car,Clear,5.0,City,0.0,73.50840947541772
55,37.46174831236843,127.09034221670412,37.42129130477307,126.8009408221995,16,5,Motorcycle,Snow,5.0,Highway,0.0,52.478922724010246
56,37.430012222998705,126.84039098954135,37.64956889498483,127.11621950560611,1,0,Car,Rain,2.0,City,,62.59636047390318
57,37.58464158563605,127.09722643663417,37.58503600189669,127.01863965134366,0,5,Car,Clear,4.0,Mixed,1.0,23.432341123278857
58,37.56498351537059,126.90593799248981,37.62497127490125,126.85011687612221,9,0,Truck,Clear,3.0,Highway,1.0,11.862005410692868
59,37.54791845122999,126.87690608671258,37.412067155237956,127.12037402810739,12,2,Car,Rain,2.0,City,0.0,64.40811902166192
60,37.63954318650397,127.12515545292506,37.483662424330454,126.8147303224635,14,5,Car,Clear,1.0,Mixed,1.0,48.03088748089171
61,37.48516905552803,126.9377563571293,37.46510007259476,126.8087483126319,11,3,Car,Clear,5.0,Mixed,1.0,50.76648618768493
62,37.430629918675365,127.13402313303594,37.621587374857455,127.12751490645313,17,6,Car,Rain,5.0,Highway,1.0,38.892228849266445
63,37.45151847964916,127.02540953904561,37.63393659429393,126.99314927092776,23,2,Truck,Cloudy,1.0,City,,22.97392305118069
64,37.58048436886034,127.01183758712908,37.50757757443776,126.83498728354759,0,2,Truck,Cloudy,4.0,Highway,1.0,35.314834170852954
65,37.62780120981516,126.9335046728114,37.51700183840848,126.83847927566865,10,2,Truck,Cloudy,2.0,Highway,1.0,13.528386205264173
66,37.57174495275633,126.89122027781988,37.646204291692,127.05871383864105,23,0,Motorcycle,Clear,4.0,City,1.0,45.198368989883726
67,37.436472155321056,126.8372840386675,37.511002176728425,127.00528331924615,15,2,Truck,Snow,1.0,Mixed,1.0,37.57175144041109
68,37.576639995741786,127.00551105677627,37.51642961553834,126.99094047074334,3,3,Car,Rain,5.0,City,0.0,27.471908919212886
69,37.47915619203979,126.81754501115596,37.60714110985294,127.03374285379181,19,6,Car,Clear,5.0,Mixed,0.0,90.23149650841135
70,37.49970240417067,126.94193490122163,37.60375587132233,127.04374953328289,5,5,Truck,Cloudy,1.0,Mixed,1.0,8.922650832108841
71,37.560765963444766,127.10059749040506,37.435133345036014,126.90013537910446,10,4,Car,Clear,1.0,Highway,,16.846538907989412
72,37.506767972399004,127.11896258575172,37.57744817806967,127.14877899863808,7,4,Car,Clear,1.0,Highway,0.0,11.381198169899733
73,37.64033180407975,126.95109513876959,37.559353926106176,126.82235070785592,12,0,Car,Clear,4.0,Highway,0.0,18.285500981861798
74,37.598576378662585,126.92270762932495,37.59044476117944,127.07366979985326,20,3,Truck,Clear,5.0,Mixed,1.0,51.592034031743204
75,37.536008813733616,126.98071847950182,37.53651993862708,126.89154250233423,2,4,Truck,Cloudy,3.0,City,1.0,15.619334608712863
76,37.50824503774437,126.83603755537132,37.646561434295556,127.11047326222136,21,5,Car,Clear,2.0,Highway,0.0,28.601771425892696
77,37.482568261836654,126.8379638960715,37.561097895256616,126.84301308721507,4,0,Motorcycle,Cloudy,5.0,Mixed,0.0,17.396497932280234
78,37.48291311913254,126.81374508350338,37.497106053985895,127.14646166229087,19,2,Car,Cloudy,3.0,City,1.0,63.75231297303327
79,37.56121748856794,127.10550089800773,37.58906050385739,126.96517650258058,16,5,Car,Cloudy,1.0,City,1.0,14.997420889895288
80,37.60819793116497,127.07848545425226,37.40358367747681,126.9332704987014,10,4,Car,Rain,2.0,City,1.0,53.13544852600051
81,37.447921493875306,126.8906667644015,37.48155380240721,126.83903153395282,6,4,Car,Clear,5.0,Mixed,0.0,25.765608900041038
82,37.63150130952029,127.04110343895742,37.5204081749117,126.92058714850162,14,4,Car,Snow,2.0,Highway,0.0,19.412707631885674
83,37.47518347333947,127.11174685135983,37.51252466914898,126.88516066981495,4,5,Car,Snow,4.0,City,0.0,70.53434268140529
84,37.57672677309798,127.0848380751111,37.44147319819235,127.12959964452618,21,2,Truck,Snow,2.0,Highway,0.0,16.96118664915758
85,37.59062707995162,126.86738057238641,37.46033110553873,127.03218820669228,1,5,Car,Snow,5.0,City,0.0,84.64833612145631
86,37.6053839856845,126.90391132829937,37.63645870040003,126.92330221479962,18,0,Car,Cloudy,1.0,City,0.0,5.0
87,37.49773779434775,126.8996498147637,37.62355667137154,126.83251365310727,0,6,Car,Clear,1.0,Mixed,1.0,20.97749917461319
88,37.502686479976184,126.95605502868095,37.4388006815264,126.97435791011566,2,4,Car,Clear,2.0,Mixed,1.0,14.418502532902826
89,37.56876968597653,126.96889526160055,37.4959645334642,127.06556703323878,13,2,Truck,Clear,5.0,Highway,1.0,16.14592967531478
90,37.63797131791302,126.9007800350354,37.446584847109676,127.09068933132453,4,5,Car,Cloudy,1.0,City,1.0,28.996845961904462
91,37.632337416404155,127.09784272734255,37.590585015061905,126.98877404938776,18,2,Car,Cloudy,,City,1.0,15.915334998953604
92,37.586658040472834,126.821949797475,37.4594622023797,127.14806470874264,9,5,Car,Clear,5.0,Mixed,1.0,112.42459382348954
93,37.44810287017889,126.98037938334096,37.42049035992088,126.95822008692149,1,0,Car,Clear,1.0,City,0.0,5.0
94,37.56734001038653,126.92460842108379,37.61774893935599,126.82865944859108,5,0,Car,Clear,4.0,Mixed,,24.708911025987554
95,37.60487293389589,127.08228643078019,37.58387322282473,126.90136261554247,6,6,Car,Clear,3.0,Mixed,1.0,29.34096534130712
96,37.64666861975857,127.13123300846146,37.59540016334509,127.02997573545979,13,0,Car,Clear,2.0,Highway,1.0,11.750850064747246
97,37.5370387975156,126.83897867008675,37.59406131734597,127.01924982479574,3,5,Car,Clear,5.0,Mixed,0.0,65.07041400099257
98,37.5471956892022,126.9569997315913,37.52617414613686,126.91638031622882,19,0,Truck,Cloudy,5.0,City,0.0,13.026929113923378
99,37.646000723896485,126.94347853407696,37.57419466328017,127.11075875404491,0,6,Car,Clear,1.0,Mixed,1.0,24.782933341542567
100,37.61149356209821,126.80728194463951,37.56609141844619,126.89153110488337,1,2,Car,Cloudy,4.0,Highway,0.0,14.432951065409505
101,37.41786761686226,127.10146623893738,37.642117610464716,126.89773734356768,6,6,Car,Cloudy,2.0,City,0.0,51.21312450168802
102,37.64104554876554,126.87342552825427,37.40399104159121,126.98002790241777,12,5,Car,Clear,3.0,Highway,0.0,30.894054826576205
103,37.461418389886674,126.8302952707807,37.551552141418945,126.95274147442848,19,1,Car,Clear,1.0,Highway,0.0,8.582347709099658
104,37.613091052332265,127.11743524769841,37.415961548991724,126.96963133132833,20,4,Truck,Clear,2.0,Mixed,1.0,33.08595282935431
105,37.497523896906635,126.90031317488419,37.61297097136138,127.02606422275394,19,2,Car,Clear,2.0,Highway,1.0,26.386768463109224
106,37.43815325378599,126.99489222199175,37.45460636188617,127.13324867644613,10,3,Truck,Clear,2.0,City,0.0,15.117563993632004
107,37.61416837134206,126.99786701268674,37.47286249552094,127.01880167614573,15,5,Truck,Clear,5.0,Mixed,1.0,42.24033521525956
108,37.40615004860331,127.14988146191828,37.442252693570275,126.89954210659782,19,5,Car,Clear,4.0,City,1.0,47.93093419140635
109,37.54588810070958,127.08889194470069,37.5459433021607,127.14609110665147,4,1,Motorcycle,Clear,5.0,City,1.0,25.92791404780588
110,37.458414692515305,126.88097263688314,37.6123098057522,127.10140676925177,20,6,Truck,Snow,1.0,Mixed,0.0,43.221372674120595
111,37.44387582782368,127.01387225809482,37.48748737117002,126.92686703179905,3,6,Motorcycle,Clear,3.0,Highway,0.0,5.0
112,37.53634751186909,126.80855660656663,37.4097305293718,126.95717665150976,3,3,Car,Clear,2.0,Mixed,0.0,16.9286776455677
113,37.62829243014613,127.00212795764025,37.48727152828317,126.85227711120044,22,6,Car,Clear,1.0,Highway,1.0,17.73076765058214
114,37.64114749342111,127.12393651338309,37.62150396367317,126.96870412968822,5,6,Truck,Clear,4.0,Highway,0.0,20.296340191442432
115,37.43600349014793,126.82807195500253,37.55614556147517,126.94160065652822,23,4,Car,Rain,5.0,Highway,1.0,42.580188091402306
116,37.58873609519761,126.83541391967428,37.53144798765525,127.09740125874141,7,3,Car,Clear,4.0,Highway,1.0,37.233473943146414
117,37.57205116356486,126.81485853352083,37.43621858212529,126.90383637626763,16,2,Truck,Clear,4.0,City,0.0,34.06049677256393
118,37.499608530964096,126.99963404990291,37.540595036658544,127.0378170423622,0,4,Car,Clear,1.0,Mixed,0.0,8.647605654375402
119,37.42428044124401,126.92238908411908,37.482919211562745,126.87373974497221,5,2,Car,Clear,1.0,Highway,1.0,5.0
120,37.52965645934993,126.82956425578682,37.611420192971295,126.92513563451021,3,3,Truck,Cloudy,1.0,Mixed,0.0,10.011532985548067
121,37.59576605401987,126.88265253732168,37.51343302416694,126.95214597199724,19,0,Car,Clear,4.0,City,0.0,22.34214961856363
122,37.40151928430664,127.11694144822101,37.517215595870745,127.14542414719288,20,3,Car,Snow,2.0,Mixed,0.0,14.369621334774523
123,37.4944436207554,126.91696735752765,37.61377322021679,127.04109889582277,3,3,Car,Clear,1.0,City,0.0,29.645451292082573
124,37.4181469660526,126.8553917977722,37.54628856496856,126.9379633496876,4,0,Car,Cloudy,5.0,Highway,0.0,27.90515076396771
125,37.41400954337698,126.93408336380216,37.42028546670149,127.03354392828633,9,5,Motorcycle,Clear,1.0,City,1.0,12.399376703072587
126,37.45756501231399,126.9132856980156,37.43601892462607,126.81817171948445,9,0,Car,Cloudy,5.0,Highway,0.0,16.666008412673914
127,37.621888437177944,127.03086896689595,37.609564693641296,126.86536435575061,23,0,Car,Clear,1.0,Highway,1.0,13.608406582836677
128,37.509804280263175,126.88574275543196,37.5771744384701,127.08065740185636,19,5,Motorcycle,Rain,1.0,Mixed,0.0,35.16132081165668
129,37.581992348385064,126.8020828191544,37.55056364210346,127.13793856084227,20,6,Car,Clear,3.0,Mixed,1.0,67.58463572003367
130,37.63955678048281,127.06158898326511,37.63265679862959,127.01969801441663,0,6,Car,Clear,2.0,Mixed,1.0,6.785155666392673
131,37.4013185004403,126.97586674936453,37.593498572581545,126.87441857372824,15,3,Car,Clear,4.0,City,0.0,58.26166889931764
132,37.59947503092365,126.87399751599949,37.59438714716453,127.12723351923151,13,5,Car,Clear,5.0,City,0.0,85.09557418427592
133,37.43079107848724,126.94739995655785,37.61704385861642,126.83994140439646,9,1,Car,Clear,2.0,City,1.0,31.59741873792605
134,37.41374065177851,126.9595282286562,37.54696299768009,127.03086447541075,3,4,Car,,3.0,Highway,0.0,25.02749435002437
135,37.56484179271575,127.11723507052236,37.588060813822096,126.95112074755986,18,6,Car,Clear,3.0,Highway,0.0,14.935865243794087
136,37.57806220445579,126.80611713383463,37.411972588612976,127.13971732646688,11,2,Car,Clear,1.0,City,1.0,46.02064491194673
137,37.579092817328096,127.12545871878149,37.573302902988104,126.92682706477726,17,5,Car,Rain,5.0,Highway,0.0,38.33702458006918
138,37.4648133483768,126.81265007465221,37.617500454266754,126.96319205700479,21,5,Car,Clear,2.0,City,0.0,34.63624715591843
139,37.43819534362606,127.14546224481019,37.63323721431194,127.10045420386835,14,6,Car,Clear,5.0,Highway,0.0,32.9297970031435
140,37.431015173208685,126.977119104035,37.43422364869639,126.91011234434676,18,4,Car,Cloudy,5.0,Highway,0.0,18.203547770375973
141,37.4681903154609,126.95501654121925,37.649695303179946,126.94127695296325,7,3,Truck,Snow,4.0,Mixed,1.0,59.12918529969198
142,37.50291917058911,127.05526798214333,37.55898750135588,126.98840585527996,17,2,Car,Clear,1.0,Highway,0.0,7.873103976801246
143,37.625308026787835,126.80967458846138,37.46786119220242,126.99862827719983,16,3,Truck,Rain,3.0,Highway,1.0,44.228335628393445
144,37.64216885574508,127.09163144319129,37.47124503490051,126.83969875807264,18,1,Car,Rain,4.0,City,1.0,88.1433269054818
145,37.408041940277755,127.11629381051785,37.58055747739997,126.91115660031546,20,2,Motorcycle,Rain,3.0,City,1.0,57.74967389619912
146,37.405105340936835,126.8225542549829,37.47230131150019,126.87228746095268,15,3,Car,Rain,2.0,Highway,1.0,12.946077540228384
147,37.54585491058256,126.9640891344598,37.50422146156934,127.14007906392021,18,6,Car,Cloudy,4.0,City,0.0,41.693838299872596
148,37.51616447659126,126.92530034139564,37.614687390147736,126.8962722505968,0,2,Car,Clear,3.0,City,0.0,20.955258841345916
149,37.52693917462644,127.05844540074933,37.47749804878224,126.80479615265173,21,4,Truck,Clear,5.0,Highway,1.0,51.51053682572366
150,37.64431933412823,127.06612093951317,37.631080212791844,126.83647050569918,11,4,Car,Clear,5.0,Highway,1.0,35.16494203722094
151,37.5808025481759,127.00780254291573,37.56459810792259,126.98138901792443,17,6,Car,Cloudy,1.0,City,0.0,5.0
152,37.438256949287634,127.08558149089359,37.44129370636728,127.02634128627932,3,6,Car,Cloudy,3.0,City,1.0,5.942329655871841
153,37.64642426785757,127.03341966601238,37.461637991656254,126.82714948113947,6,1,Car,Snow,4.0,Highway,1.0,49.26839591676719
154,37.52614010395612,126.97410384494587,37.49447400606685,126.81334317309171,19,1,Car,Cloudy,2.0,Mixed,1.0,35.9765350857663
155,37.54259781056357,126.99778369117317,37.62564113178767,126.93307003412203,7,5,Truck,Clear,5.0,Mixed,1.0,28.564827566787457
156,37.64489686309321,126.90780375107852,37.54130063114908,126.95320627875988,16,1,Truck,Rain,4.0,Highway,1.0,22.670715171656887
157,37.42536409910376,126.95693734079953,37.41134583184741,126.89700930926799,11,5,Car,Clear,1.0,Mixed,0.0,6.852564768377285
158,37.42152533114515,127.1274802648539,37.569039296129,126.89893000737989,12,1,Car,Clear,1.0,City,0.0,34.03549505129098
159,37.44094681709935,127.06205820152172,37.449793925897914,127.02484458992396,5,1,Truck,Clear,2.0,Highway,0.0,5.0
160,37.45417884152466,126.87802992868502,37.43282475210217,126.98750537363296,13,1,Car,Clear,5.0,City,1.0,42.99050001180111
161,37.528874205510526,126.83210029326654,37.49051632008167,126.85990026955382,7,4,Car,Clear,3.0,Highway,1.0,14.858990835793318
162,37.50507590085998,126.82414102149137,37.60436943193023,126.93303862035161,0,1,Car,Cloudy,3.0,City,0.0,28.048818044940507
163,37.55972488793876,127.09815695732256,37.64760816632737,126.84783114177527,19,0,Truck,Snow,5.0,Highway,1.0,59.24654426696069
164,37.51727987085499,127.09249487172882,37.63755233212559,126.83127430485409,16,3,Truck,Clear,2.0,Mixed,0.0,42.215823299386344
165,37.56995497166492,126.91182659784577,37.42560692952972,127.04643680277697,18,6,Truck,Clear,2.0,Highway,1.0,19.37789168898445
166,37.46054090254604,126.80413411967436,37.5201290407798,127.10772693798765,22,4,Car,Snow,1.0,Highway,1.0,33.609570537323975
167,37.582305726238125,126.94925446880075,37.48760413882795,126.9322808006771,6,6,Car,Cloudy,3.0,City,0.0,25.045675474434276
168,37.64145926655446,126.9172547308111,37.43335489775011,126.83597613763567,22,3,Car,Clear,,Highway,0.0,24.590870986055943
169,37.409895347723825,126.84468856837739,37.44648537419076,126.86837995280572,16,4,Truck,Rain,3.0,Highway,1.0,5.0
170,37.499329981980566,126.86928579809,37.534138136579166,127.09958586593093,6,5,Car,Clear,4.0,Mixed,0.0,56.392896836335076
171,37.578416580762756,127.01043841091261,37.460571574929006,126.85891879628625,6,4,Truck,,4.0,Highway,0.0,27.300125636064134
172,37.448571892765884,127.05151114410255,37.46219027987741,126.86497656511938,0,3,Car,Rain,2.0,Mixed,0.0,31.054093723990142
173,37.46745946551087,126.99996681397474,37.55298692093947,126.86601440688464,19,1,Car,Clear,3.0,City,1.0,31.618359902377613
174,37.63863822983632,126.85847163312907,37.44085873663592,127.04749468648039,11,5,Truck,Clear,2.0,City,0.0,40.39765848448762
175,37.58618684593795,126.90926025891099,37.49786063124957,126.82302357870475,17,4,Motorcycle,Clear,1.0,Mixed,1.0,14.616842049696071
176,37.63679470030778,127.04666575186185,37.456564894030265,127.11169796812743,0,2,Truck,Cloudy,1.0,City,0.0,27.847237895452775
177,37.647518687200154,126.82885975851494,37.500063883977745,127.03032238664503,14,6,Car,Clear,1.0,Mixed,0.0,30.253773255816128
178,37.47240701397413,127.03918450168864,37.46995182575975,126.94147711104623,10,1,Truck,Rain,1.0,City,1.0,12.729123670450278
179,37.61276948885365,127.0991533301114,37.55917726929106,126.80195578884177,12,3,Car,Cloudy,4.0,City,1.0,77.17963569267334
180,37.463667137572244,127.07728702539862,37.461242114952846,126.91437182726533,3,3,Motorcycle,Clear,2.0,City,1.0,32.06435029950842
181,37.595134498000135,127.00145711245625,37.457928339125104,126.91686779029655,7,4,Car,Clear,3.0,Highway,1.0,24.10419762331946
182,37.599081564675494,127.11306379006574,37.425407780865406,126.894599544733,13,4,Car,Clear,3.0,Highway,0.0,35.65843845322599
183,37.64206106949236,126.82026796259204,37.4301186480685,126.90042003283983,2,6,Motorcycle,Cloudy,2.0,City,0.0,33.520379572657106
184,37.64902920128754,126.98587272440152,37.60553346859528,126.88022757048584,9,5,Motorcycle,Clear,2.0,Highway,1.0,19.334108617533914
185,37.55924045023135,127.07032303209134,37.58559648149096,127.02656325331253,18,2,Car,Clear,2.0,Highway,0.0,6.160376581340745
186,37.58386165466413,126.96042943098404,37.43277455010226,127.0324354131238,20,0,Motorcycle,Cloudy,2.0,City,0.0,21.537374354965003
187,37.60334785965581,127.14562544927918,37.585049280340534,127.12421263599569,22,2,Car,Cloudy,1.0,City,0.0,5.0
188,37.60845863516945,126.8063893904986,37.51362946825704,126.9975923909328,2,6,Car,Clear,5.0,Highway,1.0,37.086399603590394
189,37.52759395724188,126.91614769508904,37.48151121204118,126.9435742556826,21,5,Truck,Clear,3.0,Mixed,0.0,13.45810789697881
190,37.455515592066064,127.11244725242021,37.52162540039696,127.02970961920151,3,6,Truck,Cloudy,3.0,City,1.0,17.28290522107255
191,37.60596924281231,126.85945692441278,37.44818181168228,126.88645855379463,7,2,Car,Snow,3.0,Mixed,0.0,39.726034433242134
192,37.555581392724655,126.96064035065594,37.45284587244233,127.1079563863815,5,1,Car,Clear,3.0,Highway,0.0,17.352556439641287
193,37.56538564516862,127.0591322574575,37.53096151698616,127.01564505797387,7,2,Motorcycle,,4.0,City,0.0,8.188876157920877
194,37.50259756182944,126.97472668796347,37.58125436924183,126.96972185738181,1,0,Motorcycle,Cloudy,4.0,Mixed,1.0,16.217682078363183
195,37.63108240032558,126.93364912475795,37.597397772444175,126.8669635935222,11,4,Motorcycle,Cloudy,2.0,Mixed,1.0,14.21904921272685
196,37.62080082623833,126.8070826228099,37.63805089795309,126.80437477580561,10,5,Truck,Cloudy,2.0,Mixed,0.0,5.0
197,37.43597789262771,127.07722666138726,37.47882594373849,126.8640027548859,21,5,Car,Clear,4.0,Mixed,0.0,57.60259365567301
198,37.4465433745276,127.04921312437574,37.500524467985855,127.07177530772903,19,3,Truck,Rain,1.0,Highway,1.0,5.0
199,37.51794889966376,127.11863988051105,37.602701297569084,126.95105842306872,18,3,Car,Rain,2.0,City,1.0,45.2253069906626
200,37.56303567694508,127.11676209978147,37.50990244351426,127.081464170366,12,0,Truck,Cloudy,1.0,City,1.0,12.284113580044746
201,37.4715408632535,127.09812778482326,37.61734124905989,126.88399010842456,22,4,Car,,4.0,City,1.0,55.51736848087533
202,37.508016141332135,126.92673938391663,37.507571732277114,126.85074262998982,2,1,Motorcycle,Clear,1.0,City,1.0,15.024642878975623
203,37.44031853063372,126.9502315741525,37.445994569163425,126.87280104120036,16,4,Truck,Clear,1.0,City,0.0,13.94240961299933
204,37.47775134059595,127.12322161095038,37.4394962099733,127.05846632125167,13,6,Car,Rain,1.0,City,1.0,9.23660905862363
205,37.55097065705293,126.85225968943723,37.597085430809365,127.01935784097732,20,6,Car,Rain,2.0,Mixed,1.0,36.72051833334771
206,37.45310481718543,126.80892519757276,37.53517979391635,127.09868674580378,13,1,Car,Clear,1.0,Highway,0.0,35.806444416608244
207,37.63585221281618,127.02573864258227,37.54859618372604,126.99874597998176,0,5,Car,Cloudy,2.0,Highway,1.0,5.0
208,37.63744071247904,126.91573099918384,37.54690072323594,127.01842238308296,17,1,Truck,Rain,5.0,Highway,0.0,30.362265654577563
209,37.55307941515693,126.86831247659738,37.534774202628945,126.92734597493862,18,5,Car,Cloudy,1.0,City,0.0,5.0
210,37.43194843821522,126.94767882359513,37.407210763288404,127.04296548727716,3,1,Motorcycle,Clear,5.0,City,,40.956213224109824
211,37.496804320447986,126.88535403376284,37.49676661887419,126.928278457051,5,4,Car,Cloudy,1.0,Highway,1.0,5.0
212,37.58327271902361,126.89536576022518,37.54047345723315,126.972900216762,19,1,Truck,Clear,5.0,City,0.0,23.731804394341005
