order_id,restaurant_lat,restaurant_lng,delivery_lat,delivery_lng,order_hour,order_day,weather,traffic,delivery_time
27,37.43993475643167,127.0586127952968,37.546164192996144,127.08333457480829,21.0,3,Clear,Low,40.94903044407154
28,37.50284688768272,127.05336481956051,37.59625941809945,126.99252031918957,12.0,3,Clear,Medium,40.28161018898622
29,37.51848291377241,126.89573014197298,37.45130601248885,127.00144374460015,14.0,6,Clear,Low,39.88609553123263
30,37.409290082544,127.0486746422452,37.530834920294815,126.98968464609129,12.0,0,Clear,High,51.253469570679854
31,37.52150897038029,126.81110229041464,37.439619526551944,126.85969764168783,12.0,4,Clear,Medium,39.06665595838275
32,37.43410482473746,126.97888096354461,37.513066050914325,126.92550015923068,12.0,1,Cloudy,Medium,37.626767755138516
33,37.41301031859705,126.8690026511863,37.49278649733767,127.02528193950899,17.0,0,Rain,Medium,60.0
34,37.589777107450665,126.83617006573319,37.594401065926306,126.83041186926594,15.0,4,Clear,Low,12.168232901343433
35,37.593126406614914,126.82308596048875,37.521705454539294,126.88335583282691,11.0,1,Clear,Low,35.77231266337805
36,37.56167946962329,127.00888663276343,37.46990127441736,126.88289573253975,11.0,6,Rain,Medium,60.0
37,37.46092275383467,126.90196248913041,37.42281915697759,126.92960567827835,,3,Clear,Medium,24.224157373372822
38,37.41953442280128,127.01743003145863,37.43024936574699,127.09411062228266,14.0,1,Cloudy,Low,37.486776559841154
39,37.53684660530243,126.81960690223968,37.445063385990245,126.82025076400514,12.0,6,Clear,Low,40.84934090690932
40,37.48803049874792,126.89458710134917,37.45019333226806,126.95561029831417,17.0,5,Rain,,49.49835583460964
41,37.42440764696895,126.9618473877126,37.57012321156823,126.85380940460367,12.0,2,Cloudy,Low,52.35625565190615
42,37.49903538202226,127.03721694945169,37.51224455765651,127.09120296362292,17.0,1,Rain,High,54.58869606384509
43,37.40687770422304,126.89562575087962,37.50467818227487,126.83399105141824,12.0,2,Cloudy,High,49.163448901045065
44,37.581864080415755,126.98776741293109,37.422953774373845,126.92108030070847,10.0,1,Clear,Low,49.5274958459888
45,37.45175599632,127.06579332447085,37.57202793866989,127.02136549545038,10.0,2,Rain,Low,49.181933801457824
46,37.5325044568708,126.98475895645468,37.5445628606417,127.01136632840823,13.0,5,Clear,Low,24.87789900163386
47,37.46234221521788,126.86988784242608,37.41353367238,126.92681859106817,12.0,3,Clear,Medium,36.077062097145586
48,37.50401360423556,126.80732023446696,37.54156701944596,126.90395725038582,15.0,4,,Medium,42.23954799636822
49,37.50934205586866,127.06102966217027,37.508707643468526,126.91928371356586,22.0,2,Cloudy,High,55.49592055227993
50,37.436970891105105,126.80638082325511,37.41634506914936,126.87928287894759,19.0,5,Rain,High,49.12726928324725
51,37.59391692555291,127.06241050180526,37.49166012830573,126.86159988161204,13.0,2,Clear,Medium,60.0
52,37.555026564672225,126.95868114020816,37.49693925742601,126.94491190926766,14.0,3,Cloudy,Low,30.082867876548654
53,37.58789978831284,127.08172030955386,37.433154908032655,126.88056012682028,18.0,2,Cloudy,Low,60.0
54,37.57896547008553,127.0396349707321,37.58913962940006,126.88623849946917,12.0,5,Clear,High,53.26458785045732
55,37.519579995762214,127.09938023315999,37.56999507429613,126.99702681904236,21.0,6,Clear,Low,41.584641141870286
56,37.584374847004625,126.90521354463552,37.53380446746582,127.09056119950996,20.0,5,Clear,Low,51.93151441341114
57,37.41769850041038,127.03015648667933,37.49245911220012,126.98109116016781,10.0,0,Clear,High,41.080281744414094
58,37.43919657248383,126.92057927408277,37.4823531083169,126.82309384011948,21.0,3,Rain,Medium,48.817414247604745
59,37.409045457782106,126.94396268609117,37.53019469343019,126.82267508415622,18.0,6,,High,60.0
60,37.46506606615265,126.98825163896551,37.50908637388138,127.08542696625366,17.0,0,Cloudy,Medium,39.09679604104474
61,37.4777354579379,127.06210313425589,37.41245462117637,126.8891872370922,18.0,3,Rain,Low,60.0
62,37.45426980635478,127.09522504075979,37.502500529754066,126.82762009582474,15.0,6,Clear,High,60.0
63,37.56574750183039,127.03048202415935,37.56128072344657,126.97971337614511,,2,Cloudy,Low,33.326040327839
64,37.47135066533872,126.9253300346502,37.49184797551939,126.98709463348708,11.0,6,Clear,Medium,34.58726534789344
65,37.45618690193748,126.92640710068312,37.41039131551085,126.9945514460356,,5,Rain,,43.220881675492926
66,37.50853921663165,127.02127469047666,37.55725563987681,126.88022060835726,22.0,0,Clear,Low,42.61046390496975
67,37.42818484499495,126.87163314373049,37.44027275642719,126.80453320526433,11.0,2,Rain,Medium,41.32110706351201
68,37.56043939615081,126.83314223393941,37.451724166977606,127.08950461083634,17.0,5,Clear,Low,60.0
69,37.414910128735954,126.90638664729222,37.432941270686456,126.87526791370733,13.0,3,Clear,Medium,27.11656331121171
70,37.59737738732011,126.88617169749622,37.466043012974296,127.00280788641577,,6,Cloudy,,57.478407410154354
71,37.554448953859335,126.8888924361368,37.55135030113773,127.0119889609636,11.0,5,Clear,High,51.80221469984326
72,37.43974313630683,126.87008232531497,37.50387717190079,126.98300222512384,13.0,2,Cloudy,High,54.16077642613659
73,37.40110442342472,126.8126279568909,37.44097625483014,126.8938722182641,10.0,0,Clear,Low,32.07054016982797
74,37.56309228569097,126.80536218042002,37.57556601563041,126.88132887612922,19.0,0,Cloudy,Medium,32.13941818829302
75,37.541371468769526,127.09631671692081,37.575916370990306,126.9793004848108,12.0,6,Clear,Medium,47.32293997871473
76,37.5458014336082,126.92833194012076,37.574115685009204,127.0598286900835,18.0,5,Clear,Low,42.798506330963214
77,37.55425406933719,126.9152979941479,37.447759242276305,127.08402011867702,10.0,2,Clear,High,60.0
78,37.414808930346815,127.00389418480792,37.4902478688362,126.83177174132112,,1,Clear,High,60.0
79,37.471693145708855,126.86547616635951,37.596997931228174,126.8464485837793,,3,Clear,Low,40.60929448724621
80,37.42317381190502,127.08498835518506,37.554402495261996,127.08342087763492,,3,Clear,Medium,43.13917818201012
81,37.57262068517512,127.03590350432466,37.40543348424511,127.02096056850043,9.0,2,Clear,Low,51.14094444937179
82,37.52465962536551,126.82682330069368,37.4130409182521,127.06489814744893,22.0,1,Clear,Medium,60.0
83,37.46617960497053,126.92527423273548,37.49278627536247,126.8607897902406,15.0,0,Clear,Low,30.13531081169333
84,37.412711670057206,127.06373549226865,37.58184404117231,126.97627576133281,13.0,6,Rain,High,60.0
85,37.46219646434313,127.08341960668741,37.50774035959054,127.01034187832524,19.0,4,,High,45.573102399742524
86,37.465036664405346,126.94022045337496,37.49956250160686,127.00403356563409,16.0,4,Clear,Medium,33.7256130837815
87,37.54592123566761,126.98402341676321,37.421094739991325,126.92244550726001,9.0,6,Cloudy,Medium,52.50556345969
88,37.527511494271046,126.85011018382762,37.53135602094486,126.8046184675074,19.0,2,Clear,High,30.41594237523335
89,37.577442548515265,127.09735058784109,37.56442063212005,126.97487781704127,15.0,1,Cloudy,Medium,46.33100017322638
90,37.49444298503239,126.86950151041503,37.47608400150151,126.87593046175388,13.0,1,Clear,Low,24.056882708584148
91,37.42391884918766,127.08281953224053,37.55512237018507,126.93507627384287,12.0,3,Clear,Medium,57.21711456358639
92,37.5426489574446,126.9948939946977,37.592895330780166,127.08727430452514,15.0,0,Clear,High,46.22066966090423
93,37.55215700972338,126.98232103846365,37.44075329182554,126.91971059529273,18.0,5,Cloudy,Medium,47.21456347703266
94,37.5122554395139,126.95380655330494,37.50466592623895,127.05194048199932,10.0,1,Cloudy,Medium,39.04097584568288
95,37.55419343599091,126.86920094351532,37.45742759161691,126.85656218172477,20.0,6,Clear,High,39.892705608503626
96,37.498759119272876,126.85295840960165,37.558570883806766,127.0017381494075,9.0,5,Clear,High,58.378699580912425
97,37.504546565876396,126.86614586272105,37.51551867317623,127.09310208633168,9.0,4,Rain,High,60.0
98,37.485508203671706,126.85593147864327,37.526916483510064,126.83056793026188,19.0,5,Clear,Low,24.554241022105067
99,37.40508382534882,127.03387534207002,37.55958283192318,126.80249598266815,20.0,0,Clear,Medium,60.0
100,37.42157828539866,126.90503757775002,37.47919409453249,126.93007483778977,9.0,6,Rain,High,47.6932713739181
101,37.40628583713735,126.81735280296901,37.58301801368141,126.8277876449154,20.0,0,Cloudy,High,60.0
102,37.52728208225275,127.09073078904224,37.50660577344923,127.02451530490286,13.0,5,Clear,Medium,33.30237772235987
103,37.46287119621527,127.06513576548902,37.43159096456707,127.07436459915456,18.0,2,Cloudy,Low,22.800402842825804
104,37.50171413823294,127.07832568495856,37.53917982363376,126.93020629181262,15.0,1,,High,60.0
105,37.58151329478522,127.09847234679393,37.55865227008765,126.87761349264663,10.0,6,Clear,High,60.0
106,37.449858445829776,126.85216857476584,37.463352335413504,126.93032099570198,18.0,2,Clear,Low,35.09784088381996
107,37.48207658460713,126.9188726056708,37.57143585139975,127.017034345355,16.0,5,Clear,Medium,44.66424535933411
108,37.55111022770861,127.02747154271123,37.58122865095316,126.80271624847411,,1,Rain,Low,60.0
109,37.445759633098326,127.00880618541613,37.455380897475564,126.97683619684541,20.0,3,Cloudy,Medium,30.692343916596485
110,37.41539598196576,126.84616877190196,37.596704294543045,126.9839875054662,11.0,2,,Low,57.57079286307304
111,37.45795029058275,127.04474993749719,37.428142305609754,126.99130647406878,18.0,2,Rain,Medium,40.300074568215116
112,37.4322442574508,126.867332171551,37.4404031336805,126.87260662399426,19.0,5,Clear,Medium,17.546039002508397
113,37.585939530468515,126.86714528444678,37.436844967847605,127.01421581701344,16.0,4,Clear,Medium,56.577896612957275
114,37.56162407591288,126.96109232686803,37.57879794200157,126.82741744589953,10.0,5,Clear,Medium,48.054953452081925
115,37.52668075130209,126.97788198045251,37.530858510464995,126.85978110094004,19.0,2,Clear,High,49.48332567080693
116,37.57429211803755,126.97402586235134,37.43042085664445,127.06324101399633,19.0,1,Rain,Low,57.46435627514073
117,37.56073441537983,126.82744605121933,37.48806468367367,127.02161694521797,21.0,4,Clear,,56.41110783704651
118,37.437314011777204,127.06323825878911,37.52305960501396,126.8041236662034,11.0,5,Cloudy,High,60.0
119,37.578511799698,126.8796800127766,37.41669281699787,126.87451287811093,20.0,6,Clear,Low,47.24452890425399
120,37.50786844838313,126.83885447638484,37.57648327368147,126.86432194489795,11.0,5,Clear,High,37.93843662533687
121,37.561488031032816,127.06662442396069,37.56072070708831,126.88124189841109,18.0,2,Rain,High,60.0
122,37.5792182599847,127.08669544946892,37.501041354715326,126.87426793108396,19.0,2,Clear,Medium,60.0
123,37.46360069499437,127.05863828517963,37.59342532305183,126.81875788872286,9.0,3,Clear,High,60.0
124,37.42201038490553,127.04285482241745,37.48355219585502,126.93768215497904,14.0,5,Clear,Low,36.24422088972621
125,37.445587032508385,126.9965725941917,37.5968220638073,127.01982004243584,10.0,2,Rain,Medium,60.0
126,37.48542155772525,126.96525721118273,37.53358399976072,126.98201951741522,9.0,6,Clear,,29.204913175061467
127,37.5636029531845,126.82609602797342,37.52693425465079,127.00186150057942,10.0,0,Clear,Medium,54.353939864794164
128,37.57214611665127,126.9225359639212,37.433190979059155,126.82434475356087,20.0,4,Clear,High,60.0
129,37.40139042610624,126.9118065551037,37.57638555166093,127.08544721305303,14.0,0,Clear,Low,60.0
130,37.50214946051551,126.87792613512809,37.48549793758412,127.0515475501529,22.0,4,Cloudy,Medium,59.433550679564476
131,37.48348220062976,127.01702603410656,37.43244668115649,127.04152709554869,12.0,6,Clear,Medium,28.378435819523155
132,37.44442156209414,126.94876272052363,37.40252150399515,127.04689514151252,14.0,5,Clear,Medium,37.12620231458514
133,37.42397307346673,126.8243138647723,37.511951136727674,127.07981315243983,20.0,3,Clear,Low,60.0
134,37.467523034280724,126.86605496058495,37.505479924424534,126.9632761898341,17.0,2,Clear,Medium,39.917073870529435
135,37.588581940782504,127.00497762909788,37.543870724473834,126.86008460536029,21.0,2,Rain,High,60.0
136,37.46464058640415,126.8228392578471,37.57805161060356,126.98503508235576,18.0,2,Clear,Low,54.34286975552481
137,37.50375812434867,127.05536207421463,37.415881316928605,127.02286444810038,20.0,5,Rain,High,54.35388016938191
138,37.540603791779034,126.94854395810418,37.54629929806807,127.0213752180062,18.0,4,Clear,Medium,29.74057615789475
139,37.47272592047586,126.94417597319799,37.43748238881952,126.95643470725005,16.0,6,Clear,High,40.12824076403422
140,37.594356416544194,126.97772233539786,37.57163541063144,126.82053761580008,9.0,2,Rain,High,60.0
141,37.592489458988425,127.04740428977755,37.56381270277233,126.91133388152903,21.0,0,Clear,Low,44.9046377610215
142,37.45035645916507,126.90434276237066,37.50815875099711,127.076229982539,16.0,2,Cloudy,Medium,56.760897242502374
143,37.49944970117848,127.00340484576772,37.54204855972466,126.97533467292722,,5,Rain,High,46.12716129010907
144,37.460175661963355,126.96971958919873,37.46287002263675,126.96149958297671,14.0,6,Clear,Medium,17.821530236873855
145,37.45696809887549,126.88010848105083,37.49423357978656,126.88065605431466,18.0,3,Clear,High,35.81010424932697
146,37.4073773894709,127.06358899590654,37.56432737954209,126.91053467597497,13.0,6,Cloudy,Medium,60.0
147,37.52191286679598,127.03922780648207,37.491853039434645,127.06860382674594,14.0,0,Clear,Low,23.49362596686806
148,37.50053580464577,126.99753555039753,37.471559653065086,126.99993891425805,21.0,2,Clear,Medium,27.909052418329487
149,37.41029575024999,127.05517451872826,37.49884248945006,127.0362161080257,14.0,2,Clear,High,41.413090106309134
150,37.45572929284732,127.06018826028793,37.565649850487446,126.93630362692029,17.0,1,Clear,Medium,51.07049279302096
151,37.58165317719333,127.01250889301451,37.46704160947417,126.98907416583684,12.0,4,Cloudy,High,54.76855198888351
152,37.447912378133395,127.05110399850909,37.43475231862715,126.87451508262296,10.0,0,Clear,High,60.0
153,37.42897897441824,127.00924143850078,37.54240280406616,127.01163824908504,19.0,1,Clear,Medium,42.275583169884925
154,37.497890552055516,127.00404223152809,37.56519564254162,126.92828040011099,19.0,6,Cloudy,Low,40.04144259985982
155,37.59713009082212,126.98558341346455,37.420127495704705,126.93276365444441,17.0,3,Clear,High,60.0
156,37.4484110543023,127.02581499186729,37.44797482255119,126.99479669737306,10.0,4,Clear,Medium,32.03100915569661
157,37.53442710948118,126.84758153158792,37.4283943979522,127.08088418644067,18.0,0,Cloudy,High,60.0
158,37.55232392306574,127.06426122775967,37.46958828231643,126.81920190398259,17.0,2,Clear,Medium,60.0
159,37.44752750879848,127.06155305832357,37.49007019578108,127.0474229712041,10.0,6,Cloudy,Medium,27.088945577753147
160,37.545643269722376,126.80877418491036,37.549765267392665,126.88771493312366,20.0,0,Rain,High,43.28994384671335
161,37.473556626543854,127.04774502516942,37.530229516976334,126.93317583635191,16.0,2,Clear,Medium,46.45635731899506
162,37.526461166118715,126.83866096024202,37.52418571349568,126.8065739986325,17.0,4,Clear,Medium,26.852001886829918
163,37.52670594215218,126.90053565627774,37.47047498932193,126.8903138233503,20.0,2,Clear,Medium,30.57598510706329
164,37.50715493681495,127.02305247688747,37.56828951061695,126.95078937278903,18.0,3,Clear,Medium,38.612231054082294
165,37.418057954010884,126.84822796881448,37.49425743347963,126.81685282320423,17.0,6,Rain,Medium,53.77611237566466
166,37.56706049911785,127.04539010723572,37.595820987603034,126.94732871881494,18.0,5,Rain,High,54.66387138890009
167,37.464156012994344,127.04964025338732,37.52682842765915,127.07813318865752,17.0,2,Clear,Medium,35.29943829563511
168,37.43730370207997,126.95224032012824,37.4252529483129,126.83161796543234,10.0,3,Cloudy,Medium,45.29647039082086
169,37.40815502831095,126.80191576151505,37.535235512415085,127.02933221842265,12.0,5,Rain,Medium,60.0
170,37.518178588637646,126.88611143995247,37.46502080308634,126.9229013160128,15.0,6,,Low,35.21471527295392
171,37.53551287236846,126.98507807551272,37.53726543933722,126.9965521143573,20.0,4,Clear,Low,16.08986703285109
172,37.40331756578557,127.09435585340822,37.41392822963248,126.87807097939556,10.0,4,Clear,High,60.0
173,37.502418611659856,126.989544058105,37.43497628743519,126.8478476787624,9.0,6,Clear,High,60.0
174,37.445299155039585,126.87794107431924,37.57114745178116,126.84813878428136,11.0,6,Rain,Medium,54.276024511204554
175,37.52903455808189,126.99020171092988,37.4454359114047,126.82114758369293,20.0,0,Clear,Medium,50.80634172979674
176,37.434873285801,126.96199561391475,37.56740822504859,126.85569401147038,12.0,3,Clear,Low,47.8966961687933
177,37.538187547620495,127.03395361854534,37.45585521769088,126.99926581549668,16.0,3,Clear,Medium,45.977329649177115
178,37.477347069260105,126.83209419164808,37.52857638201174,127.06450718355305,14.0,6,Clear,Medium,60.0
179,37.58734599774735,127.02830837075061,37.538830114701966,127.04423770567735,19.0,1,Clear,,33.52245765678618
180,37.4275041888292,126.96237997360282,37.50253095062901,127.00554029296234,10.0,1,Rain,Medium,49.636896674127016
181,37.46821327021005,127.0888976011577,37.46106213533935,126.83312955902333,17.0,5,Clear,Low,60.0
182,37.422694704248116,126.9025616498116,37.44252887527422,126.88675623388878,22.0,5,Clear,,17.546834436202886
183,37.58493872365571,126.98978656794019,37.40663787091248,126.89294206259673,10.0,1,Clear,High,60.0
184,37.5754678706762,127.079608431653,37.46078928024814,126.87498708391928,21.0,6,Clear,Medium,60.0
185,37.45158832554303,126.8307529183972,37.530632558106255,126.95450169791292,20.0,6,Clear,Medium,46.92357231603421
186,37.53199680920684,127.08116854617093,37.5876609636897,126.9606661444639,13.0,5,Clear,Low,42.07601388893838
187,37.56344444004024,127.00636571669024,37.574240896452615,126.90706579255134,20.0,2,Clear,Low,31.227564190262807
188,37.511040162319894,126.82035111773155,37.55321295530706,126.90613674762092,12.0,6,Clear,High,45.32257052729785
189,37.5059301156712,126.89028907008404,37.55768946865066,127.04856667937182,21.0,1,Clear,Medium,53.4063112539472
190,37.44837045818009,127.01245162659357,37.5329969806952,127.0367878544959,15.0,3,Clear,Medium,38.417027492315945
191,37.418620553561176,126.82020518044062,37.4520573715132,126.89233874950422,16.0,6,Rain,Low,35.55681965083658
192,37.57944315159067,126.97465113805288,37.58143900614117,127.07413653316198,13.0,6,Rain,High,58.49181550567749
193,37.58008361143267,126.90376491708588,37.534146462381166,127.08584450510075,18.0,2,Clear,Low,50.76631128424444
194,37.526620291454655,126.98627465533023,37.51208812619609,126.898022762609,22.0,5,Clear,Low,27.864666300932967
195,37.46780595820974,126.81372261014376,37.42219789384269,126.90632748463791,22.0,6,Rain,Medium,48.31827625247119
196,37.46984191492253,127.0614610418457,37.48941110876129,126.95169024602659,13.0,4,Clear,Low,37.4034227522438
197,37.54519113577405,127.09204669075321,37.492071654240384,127.0823362437601,10.0,0,,Low,29.28171663126431
198,37.57942205199052,127.09066335658571,37.57291272190454,127.06289582994269,16.0,1,Rain,Medium,37.790455114123866
199,37.57741728485303,127.02489554952287,37.50932964403756,126.83077038877508,22.0,4,Clear,Medium,60.0
200,37.55597510917153,126.83902587203919,37.47608010979408,126.91781922298142,10.0,5,Clear,High,49.08360362834655
201,37.528406329230855,127.0274789587787,37.59536006570213,126.96601135692492,18.0,3,Rain,Medium,42.8685313594817
202,37.41682799299901,126.80737607493764,37.422144118665265,126.95093974176545,20.0,0,Clear,Low,46.19407260730079
203,37.432325742818925,126.8066370654587,37.48450968566239,126.85815892038106,14.0,4,,Low,30.219440650217635
204,37.57971083770542,126.89708306574485,37.40840493503428,127.05764503135045,16.0,0,Clear,High,60.0
205,37.52128581193192,126.9465929571214,37.547980824153385,127.00308223489904,14.0,1,Clear,Medium,26.78183472377394
206,37.401839410323326,127.03112222534233,37.58361531043983,127.05137251245553,12.0,5,Cloudy,High,60.0
207,37.420294308573204,127.00498861298195,37.4560074659101,127.05762928380484,21.0,6,Cloudy,,27.039333834288467
208,37.53270035382161,126.93377081191302,37.571668335359824,127.02450675609971,12.0,3,Rain,Medium,45.9761180251114
209,37.40101231676924,126.88208799988449,37.45844364609238,126.93176318037492,14.0,5,Clear,Low,31.261845107194297
210,37.4321616102835,127.09913735004731,37.58215403232879,126.98316402650462,22.0,0,Clear,Medium,54.329998388127855
211,37.509746757873316,126.92785439067079,37.55079238071936,126.84810962183592,21.0,4,,High,40.457108537989086
212,37.53837903953854,126.93541610729889,37.56098135536829,127.00209362524247,12.0,1,Clear,High,34.70900393096316
213,37.53039225190052,126.84908714635749,37.40360131112009,126.85377597672178,16.0,1,Clear,Medium,47.53851276008622
214,37.44485386189211,127.03844286462497,37.592562071414804,127.00818487715304,17.0,5,Rain,Medium,56.51954761035269
215,37.542435844269505,127.00810466773444,37.54533419841407,126.86887944822618,9.0,6,Rain,High,60.0
216,37.44744981749936,126.86623088383662,37.460950219077226,126.83526539004507,21.0,4,Clear,,23.773036189316638
217,37.465079939631856,126.82471431368475,37.56587893297177,126.84958534704289,12.0,6,Cloudy,Low,36.00004468995831
218,37.5492982810236,127.0041497906224,37.456304239682986,126.80059764056571,12.0,6,Clear,,60.0
219,37.52992657980944,126.99635336428433,37.57455076791322,127.01562188535605,10.0,4,Clear,Low,25.450708544973008
220,37.56984468209884,126.88197785809946,37.42251607808239,127.0197203147175,14.0,0,Cloudy,Medium,60.0
221,37.53152257846007,127.08525906867511,37.54073719549216,126.95448000497397,11.0,5,Clear,Medium,48.05765465785083
222,37.513661720667095,126.84531736753426,37.508139695328985,126.84840884031661,15.0,5,Rain,Medium,26.32993570778831
223,37.41873495356562,126.92970044031277,37.41930689403909,126.8250663012532,21.0,2,Cloudy,Medium,39.78236528246423
224,37.47354316061189,127.08308477605027,37.44837876565177,126.80573868993119,19.0,5,Clear,Low,60.0
225,37.45304047353635,126.92591819507783,37.402480807255465,126.84972445308956,19.0,1,Cloudy,Medium,34.61781617220973
226,37.448797928675816,126.99155778429922,37.493753593092904,127.06725666049493,13.0,0,Clear,High,43.05412235748047
227,37.59460211095049,126.91927831938884,37.460253052152,126.8724610525105,12.0,4,Clear,Medium,47.55160251584228
228,37.47861954493335,126.8822645607046,37.51967149685955,126.90628139816516,13.0,5,Clear,Medium,27.617936262017846
229,37.57840931103542,127.09519329438794,37.45944756154172,126.8316036453444,16.0,0,Clear,High,60.0
230,37.526227725199455,126.9228002018945,37.459983822301396,126.86670839142445,11.0,5,Cloudy,High,51.044443013468545
231,37.55896226070833,127.06822976110374,37.54863863974632,126.95576737123406,22.0,4,Clear,Low,36.582637134902264
232,37.50052741862104,126.86898638176733,37.40962856719567,126.98232580492869,15.0,3,Cloudy,Low,41.675714894436446
233,37.51538077692527,126.86393141120752,37.5805789990384,126.87360569424986,22.0,4,Clear,High,38.482297078876506
234,37.49850353876377,126.80934022486535,37.570452774878234,126.81731964776753,14.0,4,Clear,High,39.6786071916143
235,37.439048597559605,126.99550004761277,37.53356093664528,126.91730986073821,20.0,4,Cloudy,High,52.56125706650695
236,37.5444904230523,126.91055790311712,37.51864431402148,126.87026101127789,9.0,5,Clear,High,34.48151998036345
237,37.45615447248817,127.05930747495188,37.57846049962793,126.86586617696894,21.0,2,Clear,Medium,60.0
238,37.40486319328629,126.94196297200746,37.437066035905744,127.08795884081403,15.0,4,Clear,Medium,48.74142314822636
239,37.52909445918144,127.09045802837441,37.41579383243816,126.98489014577771,22.0,1,Clear,Low,44.06537041165676
240,37.43542213588141,126.85565765471094,37.447902033981904,126.96706353295163,,1,Clear,Low,38.04550950253546
241,37.588091716870586,127.06058695038668,37.55891565574004,126.92473253105699,15.0,0,,Medium,51.87151153842496
242,37.59078571540052,127.03297905583752,37.406934053345296,126.92868330002904,22.0,2,Clear,,59.54289806521128
243,37.58297287804409,127.03127655339321,37.5165613670167,126.96227150115142,20.0,0,Clear,Medium,42.96750205454974
244,37.47403174005109,127.05343496843506,37.599087503238266,127.00892894211083,9.0,1,Rain,High,58.607679513834896
245,37.40309132330577,127.0283071972829,37.571139218767506,127.01064382885454,,6,Clear,,43.94132541199009
246,37.585663712517544,126.98786609648943,37.50428913780872,126.85150817231163,14.0,1,Rain,Medium,60.0
247,37.48563682966346,126.83937346330471,37.412728181857325,126.95003382562298,20.0,3,Clear,Low,39.051652078004295
248,37.59333096380873,126.80975785384737,37.566274702877145,126.92358742851023,10.0,4,Clear,Medium,44.36405673936136
249,37.59272399541785,127.0762543543447,37.519795701635445,127.0611580898808,13.0,6,Rain,High,42.68387014082951
250,37.570601891093474,126.98499509435622,37.422986599411914,126.98942567636551,21.0,1,Clear,Medium,53.71372128602148
251,37.45888977841392,127.03896118729284,37.41877145696467,126.95975121992478,19.0,5,Cloudy,High,49.77491913201205
252,37.47701954572038,126.94445670545376,37.58192536388732,126.83461839265367,12.0,5,Clear,Low,40.875986729843945
253,37.570227334303375,126.83519245668872,37.533840052587614,126.98169136679702,,0,Clear,Medium,45.75370998887255
254,37.463384401031256,126.83755573766076,37.56585735986335,126.83516117170407,16.0,6,Clear,Medium,45.51698428502915
255,37.433898549337215,127.0056695861687,37.57579578005645,126.90116197266973,19.0,0,Clear,Medium,53.03366308361939
256,37.51136025249167,126.92909176846983,37.514354470409664,126.84285258944429,22.0,4,Rain,High,49.75567403026918
