record_id,hour,day_of_week,is_holiday,weather,road_type,lanes,traffic_volume
336,8,2,0.0,Clear,Main,5,804
337,1,2,0.0,Clear,Highway,5,889
338,18,0,0.0,Clear,Main,4,768
339,7,0,0.0,Snow,Local,2,491
340,17,4,0.0,Clear,Main,3,881
341,7,1,0.0,Clear,Local,5,679
342,4,3,0.0,Snow,Highway,5,900
343,5,2,0.0,Rain,Local,3,267
344,9,0,0.0,Clear,Local,2,450
345,14,3,0.0,Clear,Local,3,409
346,3,6,1.0,Clear,Local,2,206
347,2,5,0.0,Rain,Local,5,398
348,23,5,0.0,Clear,Local,5,481
349,8,4,0.0,Rain,Local,4,573
350,15,2,,Snow,Local,2,426
351,15,5,0.0,Snow,Local,3,379
352,14,6,0.0,Rain,Highway,2,653
353,23,2,0.0,Clear,Local,2,344
354,8,0,0.0,Clear,Local,2,580
355,16,5,0.0,Clear,Main,2,499
356,20,1,0.0,Clear,Main,3,511
357,11,5,0.0,Clear,Main,4,602
358,22,2,0.0,Clear,Local,5,419
359,7,1,0.0,Snow,Highway,3,937
360,13,3,0.0,Rain,Highway,3,680
361,17,5,0.0,Clear,Main,5,943
362,11,2,0.0,Clear,Main,4,542
363,13,5,0.0,Clear,Local,3,380
364,19,5,0.0,Rain,Highway,5,1000
365,22,2,0.0,Clear,Highway,4,811
366,4,1,0.0,Snow,Main,4,576
367,0,0,0.0,Rain,Highway,2,709
368,12,6,0.0,Snow,Main,3,571
369,13,5,0.0,Rain,Main,4,582
370,1,4,0.0,Rain,Local,3,263
371,15,3,0.0,Rain,Main,5,666
372,4,2,,Clear,Local,3,369
373,21,5,1.0,Clear,Highway,4,628
374,0,6,0.0,Rain,Highway,5,800
375,11,0,0.0,Clear,Main,5,632
376,18,2,0.0,Clear,Main,2,635
377,21,5,0.0,Rain,Local,5,485
378,21,3,1.0,Rain,Local,4,275
379,22,4,0.0,Clear,Highway,2,714
380,9,2,0.0,Clear,Highway,4,946
381,11,5,0.0,Clear,Main,4,700
382,18,1,0.0,Clear,Main,2,678
383,15,0,0.0,Snow,Local,2,275
384,16,4,0.0,Clear,Main,3,609
385,12,2,0.0,Snow,Local,4,342
386,6,5,0.0,Clear,Highway,3,754
387,2,4,0.0,Clear,Highway,5,881
388,4,1,1.0,Rain,Main,5,474
389,3,2,0.0,Clear,Local,3,316
390,14,4,0.0,Clear,Main,2,509
391,16,2,0.0,Snow,Main,5,672
392,11,2,0.0,Rain,Local,2,258
393,22,4,0.0,Clear,Main,3,642
394,13,2,0.0,Clear,Local,2,324
395,3,1,0.0,Clear,Local,4,438
396,16,4,0.0,Snow,Main,5,685
397,10,5,0.0,Rain,Local,2,221
398,5,6,,Clear,Highway,2,694
399,3,4,0.0,Clear,Highway,4,799
400,12,1,0.0,Rain,Highway,2,687
401,19,1,0.0,Clear,Highway,3,1000
402,14,1,0.0,Snow,Main,3,444
403,17,5,0.0,Snow,Highway,3,1000
404,16,5,0.0,Rain,Highway,5,834
405,18,6,,Rain,Highway,2,844
406,9,6,0.0,Clear,Highway,5,1000
407,4,2,,Clear,Main,5,590
408,11,2,0.0,Rain,Highway,2,680
409,14,3,0.0,Clear,Local,2,287
410,22,6,0.0,Clear,Local,3,257
411,3,6,0.0,Clear,Main,5,563
412,7,2,0.0,Clear,Main,5,877
413,19,1,0.0,Clear,Main,2,719
414,21,3,,Rain,Highway,5,830
415,16,6,0.0,Clear,Main,4,603
416,5,1,0.0,Clear,Highway,2,612
417,15,0,1.0,Clear,Main,3,429
418,4,6,0.0,Clear,Local,4,394
419,13,5,0.0,Rain,Local,4,488
420,1,4,0.0,Clear,Highway,3,703
421,16,0,0.0,Clear,Main,4,639
422,5,5,0.0,Clear,Local,4,399
423,10,5,0.0,Snow,Highway,4,743
424,1,1,0.0,Clear,Local,5,418
425,0,2,,Clear,Main,4,643
426,4,4,0.0,Clear,Highway,4,838
427,7,2,0.0,Clear,Local,2,473
428,3,2,0.0,Clear,Main,3,567
429,18,6,0.0,Rain,Highway,5,1000
430,4,4,0.0,Clear,Local,5,441
431,4,4,0.0,Rain,Local,3,328
432,23,0,0.0,Clear,Highway,5,896
433,15,1,0.0,Clear,Main,5,673
434,21,2,0.0,Rain,Highway,5,816
435,17,1,1.0,Clear,Local,2,421
436,10,1,,Rain,Local,2,298
437,16,6,0.0,Rain,Local,5,441
438,2,3,0.0,Snow,Main,3,536
439,17,0,,Clear,Local,3,582
440,3,2,0.0,Clear,Local,2,368
441,18,5,0.0,Clear,Highway,2,927
442,8,4,0.0,Clear,Local,4,614
443,4,4,0.0,Clear,Highway,2,821
444,3,1,0.0,Clear,Local,5,407
445,15,0,0.0,Clear,Highway,2,709
446,9,0,0.0,Clear,Highway,4,1000
447,8,2,0.0,Rain,Highway,4,999
448,15,2,0.0,Rain,Highway,3,752
449,19,1,0.0,Clear,Main,3,756
450,21,1,0.0,Rain,Local,5,467
451,16,1,0.0,Clear,Main,2,408
452,17,3,0.0,Clear,Local,4,739
453,14,0,0.0,Clear,Highway,4,885
454,19,1,0.0,Rain,Local,3,583
455,8,6,0.0,Clear,Highway,3,1000
456,5,0,0.0,Clear,Local,2,285
457,5,5,,Snow,Highway,4,800
458,10,4,0.0,Clear,Local,3,315
459,19,4,0.0,Snow,Local,2,590
460,2,0,,Clear,Local,2,270
461,22,5,0.0,Rain,Highway,2,739
462,11,4,0.0,Clear,Local,3,347
463,14,4,0.0,Rain,Highway,3,749
464,6,4,0.0,Snow,Main,3,475
465,21,2,0.0,Rain,Local,5,452
466,17,5,0.0,Clear,Highway,5,1000
467,21,2,0.0,Rain,Highway,5,853
468,14,0,1.0,Rain,Highway,3,746
469,7,0,0.0,Clear,Main,3,680
470,21,3,1.0,Snow,Highway,5,742
471,8,2,0.0,Clear,Main,4,768
472,14,0,0.0,Clear,Main,4,547
473,15,2,0.0,Clear,Highway,4,760
474,19,3,1.0,Clear,Local,4,623
475,2,0,0.0,Clear,Main,5,736
476,4,0,0.0,Clear,Highway,2,647
477,2,0,0.0,Clear,Main,2,520
478,1,0,0.0,Clear,Highway,4,754
479,1,1,0.0,Snow,Highway,3,716
480,3,5,0.0,Clear,Main,4,497
481,2,5,0.0,Clear,Highway,4,906
482,8,2,0.0,Clear,Main,2,754
483,22,2,0.0,Clear,Highway,3,717
484,21,2,0.0,Clear,Local,2,314
485,11,3,0.0,Clear,Local,3,330
486,23,6,1.0,Rain,Main,5,597
487,8,1,0.0,Clear,Main,2,682
488,18,6,0.0,Clear,Main,5,890
489,11,2,0.0,Clear,Main,5,616
490,15,2,0.0,Snow,Local,4,430
491,22,0,0.0,Clear,Main,3,660
492,0,6,0.0,Clear,Highway,2,685
493,9,0,0.0,Snow,Highway,4,985
494,22,6,0.0,Snow,Main,2,498
495,9,6,0.0,Clear,Highway,5,1000
496,3,0,0.0,Clear,Main,2,485
497,10,2,0.0,Clear,Highway,2,680
498,21,0,0.0,Clear,Highway,4,804
499,10,2,0.0,Clear,Main,3,462
500,10,6,0.0,Clear,Main,2,472
501,21,3,0.0,Rain,Local,5,349
502,5,3,0.0,Clear,Main,5,625
503,14,4,0.0,Clear,Local,4,352
504,1,1,0.0,Clear,Main,5,681
505,20,0,0.0,Clear,Highway,2,663
506,22,5,0.0,Clear,Local,3,331
507,21,0,0.0,Rain,Highway,2,592
508,2,1,0.0,Snow,Main,4,651
509,4,6,0.0,Snow,Main,5,595
510,23,1,0.0,Rain,Main,2,475
511,10,6,0.0,Rain,Main,2,538
512,20,4,0.0,Clear,Local,5,489
513,11,1,0.0,Clear,Local,3,294
514,2,2,0.0,Rain,Main,3,576
515,8,0,0.0,Clear,Highway,3,892
516,2,1,0.0,Clear,Local,5,461
517,1,2,0.0,Rain,Highway,2,660
518,5,1,0.0,Snow,Main,4,549
519,23,5,0.0,Clear,Local,2,301
520,5,2,0.0,Clear,Local,5,413
521,16,3,0.0,Clear,Local,5,550
522,7,2,0.0,Clear,Highway,2,869
523,0,4,0.0,Clear,Main,5,590
524,7,6,0.0,Snow,Main,2,655
525,21,2,0.0,Clear,Local,2,299
526,14,1,1.0,Clear,Local,3,255
527,17,3,0.0,Rain,Main,5,915
528,12,3,1.0,Clear,Highway,5,795
529,7,2,0.0,Rain,Local,3,466
530,19,1,0.0,Clear,Highway,3,1000
531,17,3,0.0,Rain,Highway,3,954
532,12,5,0.0,Clear,Main,4,620
533,13,2,0.0,Clear,Main,5,736
534,14,2,0.0,Clear,Highway,2,660
535,5,6,0.0,Clear,Highway,2,658
536,0,2,0.0,Clear,Main,2,448
537,6,3,0.0,Clear,Local,5,433
538,0,0,0.0,Snow,Highway,4,863
539,14,1,1.0,Clear,Local,5,294
540,5,4,0.0,Rain,Highway,5,825
541,4,4,0.0,Rain,Main,5,698
542,11,1,1.0,Rain,Local,5,381
543,2,0,0.0,Snow,Main,5,625
544,21,6,0.0,Clear,Highway,4,789
545,19,6,0.0,Clear,Main,3,845
546,13,6,0.0,Clear,Local,2,379
547,5,6,1.0,Clear,Main,5,635
548,3,1,0.0,Clear,Local,5,518
549,14,2,0.0,Clear,Main,5,616
550,16,5,0.0,Clear,Main,2,590
551,4,1,0.0,Rain,Local,4,363
552,23,1,,Snow,Local,2,217
553,5,5,0.0,Rain,Local,4,405
554,9,3,0.0,Clear,Highway,3,1000
555,8,4,0.0,Clear,Main,5,883
556,3,4,0.0,Rain,Local,4,396
557,8,2,0.0,Clear,Highway,2,914
558,7,5,0.0,Rain,Highway,4,1000
559,2,6,0.0,Rain,Local,4,407
560,21,6,,Clear,Local,3,335
561,19,2,1.0,Clear,Local,5,562
562,0,3,0.0,Clear,Highway,5,855
563,19,2,0.0,Clear,Highway,2,943
564,4,5,0.0,Clear,Main,2,500
565,2,5,0.0,Snow,Highway,3,802
566,3,0,0.0,Clear,Local,4,387
567,22,3,0.0,Clear,Main,4,589
568,23,5,0.0,Clear,Main,2,509
569,18,5,0.0,Clear,Main,5,1000
570,14,3,0.0,Rain,Main,4,545
571,18,6,,Clear,Local,3,654
572,15,1,1.0,Snow,Main,2,385
573,22,6,0.0,Snow,Local,4,396
574,7,1,0.0,Rain,Highway,5,984
575,13,0,0.0,Clear,Local,5,544
576,4,6,0.0,Clear,Main,3,561
577,0,5,0.0,Rain,Highway,3,782
578,18,3,1.0,Rain,Highway,2,775
579,4,3,0.0,Rain,Highway,2,667
580,2,1,0.0,Clear,Main,5,670
581,16,6,0.0,Clear,Local,5,441
582,6,4,0.0,Snow,Local,4,422
583,16,4,0.0,Clear,Main,4,705
584,12,5,0.0,Clear,Main,4,625
585,21,1,0.0,Clear,Highway,3,727
586,21,5,0.0,Rain,Local,3,317
587,13,2,0.0,Clear,Main,4,561
588,22,3,1.0,Clear,Main,5,528
589,11,6,0.0,Clear,Local,2,280
590,10,6,0.0,Clear,Highway,3,755
591,0,5,,Rain,Highway,3,776
592,2,0,0.0,Clear,Highway,4,821
593,11,6,0.0,Clear,Local,2,306
594,8,4,0.0,Clear,Main,3,760
595,1,5,0.0,Clear,Main,2,626
596,13,2,0.0,Clear,Main,3,513
597,4,3,0.0,Snow,Main,2,498
598,2,6,0.0,Snow,Local,2,210
599,11,2,0.0,Clear,Highway,3,730
600,11,5,0.0,Clear,Highway,2,655
601,20,3,0.0,Clear,Highway,5,813
602,6,3,0.0,Rain,Highway,3,690
603,0,1,1.0,Clear,Main,3,382
604,2,1,0.0,Clear,Main,5,656
605,10,0,0.0,Rain,Local,2,335
606,12,0,0.0,Clear,Highway,5,811
607,21,6,1.0,Clear,Main,3,348
608,22,2,0.0,Clear,Main,5,655
609,9,1,0.0,Clear,Main,2,723
610,18,3,0.0,Snow,Highway,5,1000
611,3,1,0.0,Rain,Main,3,498
612,21,3,,Clear,Highway,2,669
613,4,1,0.0,Clear,Highway,3,694
614,10,3,,Clear,Local,3,313
615,8,2,0.0,Clear,Local,4,560
616,12,1,1.0,Clear,Highway,3,624
617,16,4,1.0,Clear,Highway,3,637
618,14,4,0.0,Clear,Highway,2,705
619,12,3,0.0,Clear,Main,2,457
620,20,2,0.0,Clear,Main,2,493
621,10,3,0.0,Clear,Main,5,604
622,0,2,0.0,Clear,Local,5,362
623,7,0,0.0,Clear,Highway,2,927
624,22,1,0.0,Clear,Main,5,616
625,4,2,0.0,Clear,Main,4,513
626,21,3,1.0,Clear,Local,5,378
627,15,6,0.0,Clear,Local,4,387
628,3,6,0.0,Clear,Highway,2,722
629,18,0,0.0,Clear,Highway,2,970
630,17,6,1.0,Clear,Main,5,745
631,22,3,0.0,Rain,Main,2,546
632,1,4,0.0,Clear,Main,2,408
633,12,4,0.0,Snow,Main,3,530
634,15,1,0.0,Rain,Main,2,476
635,21,5,0.0,Clear,Local,3,311
636,7,1,1.0,Rain,Highway,2,861
637,18,6,1.0,Clear,Local,4,565
638,2,0,0.0,Clear,Highway,4,729
639,18,6,0.0,Rain,Highway,2,886
640,16,4,0.0,Snow,Highway,4,907
641,8,2,0.0,Clear,Local,4,576
642,20,4,0.0,Clear,Main,4,560
643,20,5,0.0,Rain,Highway,5,907
644,22,1,0.0,Snow,Highway,4,711
645,16,3,0.0,Clear,Local,3,419
646,0,6,0.0,Clear,Local,5,410
647,3,0,0.0,Clear,Main,3,575
648,22,5,0.0,Clear,Main,3,526
649,14,4,0.0,Snow,Highway,3,671
650,11,2,0.0,Clear,Local,5,458
651,16,5,0.0,Snow,Main,2,547
652,11,2,0.0,Rain,Main,4,482
653,15,2,,Clear,Main,4,542
654,12,0,0.0,Clear,Local,2,361
655,10,2,0.0,Clear,Local,2,319
656,14,2,0.0,Clear,Local,3,373
