customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,internet_service,online_security,tech_support,contract,payment_method,monthly_charges,total_charges,churn
40,Female,0,Yes,No,54.0,Yes,No,Yes,Yes,One year,Bank transfer,109.01482673301699,2254.7318157915597,0
41,Male,1,No,No,71.0,Yes,No,Yes,No internet,Two year,Electronic check,26.391798407299625,3950.291688788873,0
42,Female,0,No,No,26.0,Yes,DSL,No internet,No internet,Two year,Credit card,53.3627306512132,1333.2781014200177,0
43,Male,0,Yes,Yes,42.0,Yes,Fiber,No internet,No,Month-to-month,Bank transfer,96.28085969040745,7754.156622749154,0
44,Female,0,Yes,Yes,21.0,Yes,DSL,No internet,No internet,Month-to-month,Electronic check,56.71769198230431,3102.9929288843105,1
45,Female,0,No,Yes,20.0,Yes,Fiber,No,Yes,Two year,Mailed check,109.20952947973471,3623.436820047196,0
46,Male,0,Yes,No,62.0,Yes,No,No,No,Two year,Mailed check,26.846809536314808,674.3300538684416,0
47,Female,0,Yes,No,62.0,Yes,Fiber,No,No,Two year,Electronic check,22.216141775519894,4505.364242656493,1
48,Male,0,Yes,Yes,69.0,Yes,DSL,Yes,No internet,Two year,Bank transfer,86.15592878972798,6403.776864124787,0
49,Female,0,Yes,No,2.0,Yes,DSL,No internet,No,Month-to-month,Bank transfer,105.55685333995505,3429.751260988032,0
50,Female,0,No,Yes,61.0,Yes,DSL,Yes,No internet,One year,Bank transfer,24.82722985165089,1410.7601274357935,0
51,Female,0,Yes,No,33.0,Yes,Fiber,No,No internet,Two year,Credit card,82.66826135197687,300.88360267616775,0
52,Female,0,No,No,25.0,Yes,Fiber,,Yes,Month-to-month,Mailed check,60.261729083030815,2843.5429966414226,0
53,Male,1,Yes,Yes,21.0,Yes,No,Yes,No,Month-to-month,Bank transfer,65.27362150452743,6902.656459931716,1
54,Female,0,Yes,No,35.0,Yes,No,Yes,No,Month-to-month,Electronic check,83.69823339783203,897.8608565944157,0
55,Female,1,Yes,No,42.0,Yes,Fiber,No internet,No,Two year,Credit card,40.260212300836365,7652.506801047049,0
56,Male,0,No,No,64.0,Yes,No,No internet,No,One year,Credit card,66.85932258973983,7004.091842157467,0
57,Female,0,Yes,No,46.0,Yes,DSL,No internet,Yes,One year,Credit card,80.7117405043266,427.81498136355776,0
58,Female,0,Yes,No,17.0,Yes,DSL,Yes,Yes,One year,Bank transfer,35.644988634408286,747.3942477832645,0
59,Female,0,No,No,63.0,Yes,No,Yes,No,One year,Electronic check,55.287953623584535,3616.203284791958,0
60,Female,0,No,Yes,36.0,Yes,No,No internet,No,Two year,Bank transfer,62.52667756393264,732.2949348306819,0
61,Female,1,Yes,Yes,41.0,Yes,Fiber,No,Yes,Two year,Credit card,26.15105034997631,7632.130929893722,1
62,Male,0,No,Yes,8.0,Yes,No,No,No,Two year,Mailed check,108.91360543768826,282.15467598056307,0
63,Female,0,Yes,No,55.0,No,Fiber,No,No,Month-to-month,Electronic check,20.32549246037625,7542.513751461805,0
64,Female,0,Yes,No,,No,Fiber,No internet,No,One year,Mailed check,29.628779466983296,5211.565142742181,0
65,Female,0,No,Yes,30.0,Yes,DSL,No internet,No,Two year,Bank transfer,80.14804384218904,4410.877979913155,0
66,Female,0,Yes,No,26.0,Yes,No,No,No internet,Two year,Electronic check,24.339599307690552,5267.150470425086,0
67,Male,1,No,Yes,5.0,Yes,Fiber,No,Yes,One year,Mailed check,104.52179096683356,1108.6087567141449,0
68,Male,0,Yes,Yes,,Yes,DSL,No,Yes,Two year,Mailed check,106.86143713172427,6024.384457145388,0
69,Male,0,No,Yes,47.0,Yes,No,No,Yes,Month-to-month,Bank transfer,63.064329107904115,2168.749718816048,0
70,Female,0,No,Yes,27.0,No,DSL,Yes,No internet,Two year,Mailed check,72.52980637496495,6239.059607981476,0
71,Female,1,Yes,No,15.0,Yes,No,Yes,No internet,One year,Bank transfer,99.38555902870354,6628.8371981583505,0
72,Female,0,No,No,49.0,Yes,No,Yes,No internet,One year,Mailed check,40.59838354931651,3534.805016562187,0
73,Male,0,No,No,46.0,Yes,DSL,No,Yes,Month-to-month,Bank transfer,57.659577911215784,3700.154164304702,0
74,Female,0,No,Yes,49.0,No,Fiber,No,No,Two year,Bank transfer,99.79552791390525,1801.2045495501688,0
75,Male,0,Yes,Yes,13.0,Yes,No,No,No,Two year,Credit card,52.23311646588804,4714.969723332577,0
76,Female,0,No,No,33.0,Yes,DSL,No,No internet,Month-to-month,Mailed check,103.5128118748724,759.6406937423395,0
77,Female,1,Yes,Yes,41.0,Yes,DSL,No,Yes,Month-to-month,Mailed check,81.58770013916688,2405.780085173891,0
78,Male,0,Yes,No,2.0,Yes,Fiber,Yes,Yes,Two year,Mailed check,86.66978282164791,1419.3648871860335,0
79,Female,0,No,Yes,10.0,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,78.99148215226079,7106.73692858108,1
80,Male,0,No,No,6.0,Yes,Fiber,No,No internet,One year,Credit card,87.84622171689622,5640.32459057356,0
81,Male,0,Yes,No,17.0,Yes,No,Yes,No internet,Two year,Bank transfer,97.11865313824865,6039.949565990211,0
82,Male,1,No,No,41.0,Yes,Fiber,,No,Month-to-month,Credit card,105.08040579107698,6349.432228586576,1
83,Female,0,No,No,17.0,Yes,Fiber,No,No internet,One year,Credit card,38.20348649631227,1170.8902603481724,0
84,Male,0,Yes,Yes,56.0,Yes,DSL,No internet,Yes,One year,Electronic check,107.93600322601519,6999.492297477646,0
85,Male,0,Yes,No,43.0,Yes,No,,Yes,One year,Bank transfer,93.79882213256558,5237.440476991445,0
86,Female,1,No,Yes,56.0,Yes,DSL,Yes,No internet,Two year,Credit card,66.77649638225202,1673.8556857308024,0
87,Female,1,Yes,No,27.0,Yes,Fiber,No,No internet,Month-to-month,Mailed check,57.08460479122447,7488.551027385014,1
88,Female,1,No,No,71.0,No,Fiber,No,No,Two year,Bank transfer,58.03147591671053,3561.5542402710544,0
89,Female,0,Yes,No,8.0,No,No,No internet,No internet,Month-to-month,Mailed check,74.4581198769142,2938.6840417960093,0
90,Male,0,No,Yes,16.0,Yes,DSL,Yes,Yes,Two year,Credit card,83.2052949764183,2344.923547240541,0
91,Male,1,Yes,Yes,4.0,Yes,No,No internet,No,One year,Electronic check,81.83673619739518,5166.140522130917,0
92,Male,0,Yes,Yes,24.0,No,DSL,,No,Month-to-month,Electronic check,40.74636790763022,3661.0396556045093,0
93,Male,0,Yes,No,38.0,Yes,No,No,Yes,Month-to-month,Electronic check,69.94471833464763,1467.2520966503823,1
94,Male,1,No,Yes,66.0,Yes,Fiber,No,Yes,Two year,Electronic check,68.29578750243172,6180.296336819321,0
95,Male,0,Yes,Yes,71.0,Yes,Fiber,Yes,Yes,Two year,Electronic check,38.26440419332523,1350.1831441279592,0
96,Male,0,No,Yes,3.0,Yes,DSL,No internet,No,Month-to-month,Bank transfer,55.90431158361669,3199.9826883737105,0
97,Female,0,Yes,No,19.0,Yes,DSL,No internet,No internet,One year,Bank transfer,73.41681056893907,4579.268979041811,1
98,Male,0,Yes,No,9.0,Yes,Fiber,No,No,Two year,Electronic check,100.90102501230727,469.2227817040232,1
99,Female,0,Yes,No,33.0,Yes,DSL,No internet,No,Two year,Bank transfer,51.11193601336517,5643.09038497383,0
100,Male,0,No,No,29.0,Yes,No,No,No,Month-to-month,Bank transfer,42.85510209293271,678.8952195400287,0
101,Female,0,No,Yes,30.0,Yes,Fiber,No internet,No internet,One year,Electronic check,28.443991804550855,357.4423691365185,0
102,Male,0,Yes,Yes,51.0,No,No,Yes,No,Month-to-month,Bank transfer,74.60005411438104,3551.201870263168,0
103,Male,0,Yes,Yes,19.0,Yes,No,No,No internet,Month-to-month,Mailed check,86.88582790281055,3802.5080951782456,0
104,Female,0,Yes,No,68.0,Yes,Fiber,Yes,No internet,Two year,Electronic check,37.887821093245236,2653.8303582244653,1
105,Female,0,No,No,19.0,Yes,Fiber,No internet,No internet,One year,Credit card,75.53847891445841,3290.16052682302,1
106,Female,0,No,No,23.0,No,Fiber,No internet,Yes,Month-to-month,Electronic check,107.08999753586883,755.7541724302101,1
107,Male,0,No,No,63.0,Yes,No,No internet,Yes,Month-to-month,Bank transfer,,5008.509069551632,0
108,Female,1,No,Yes,31.0,No,DSL,Yes,Yes,One year,Bank transfer,74.02268806630073,6004.1945760554145,0
109,Female,1,Yes,Yes,12.0,Yes,No,No,No,Two year,Electronic check,25.63645048010653,1760.236161794966,0
110,Female,0,Yes,Yes,67.0,Yes,DSL,Yes,No,Month-to-month,Credit card,108.74532757378097,1517.9340903732912,0
111,Male,0,Yes,Yes,43.0,Yes,No,No,Yes,Two year,Bank transfer,62.139112232792115,384.6686664396853,0
112,Female,0,No,No,42.0,Yes,DSL,No,No,Two year,Mailed check,65.15887961753546,3812.4880064848367,0
113,Female,0,No,No,51.0,Yes,DSL,No,No internet,Two year,Mailed check,91.67609753968186,5558.725140821531,0
114,Male,0,No,No,38.0,Yes,Fiber,No,No,One year,Bank transfer,61.78022014647299,5766.289027943762,0
115,Female,0,Yes,No,6.0,Yes,Fiber,No internet,No,One year,Electronic check,65.51342076482419,359.40038109791476,0
116,Male,0,Yes,No,54.0,Yes,Fiber,No,Yes,Two year,Mailed check,94.00814755431362,7754.808078775451,1
117,Female,0,Yes,Yes,48.0,Yes,DSL,No,No,One year,Bank transfer,39.20545537654453,7875.07300793389,0
118,Female,1,No,No,9.0,Yes,DSL,No,No,Month-to-month,Electronic check,37.452201513433984,6632.738452355511,1
119,Female,1,No,Yes,56.0,Yes,Fiber,No internet,No internet,Two year,Credit card,47.44692796681802,5530.755629157165,1
120,Male,0,No,No,34.0,Yes,No,No,No,Two year,Electronic check,68.84798617535297,3006.379025315788,1
121,Male,0,Yes,Yes,25.0,Yes,DSL,No,No,Two year,Bank transfer,76.65573917393144,3184.6183703340344,0
122,Female,1,Yes,Yes,28.0,Yes,DSL,Yes,No,Month-to-month,Bank transfer,92.3582176541597,7269.722889693112,0
123,Female,0,No,No,35.0,Yes,Fiber,No internet,No internet,One year,Credit card,51.74164226995553,2278.792473912768,0
124,Female,0,Yes,Yes,28.0,Yes,DSL,No internet,No,Month-to-month,Mailed check,39.07422499536528,7016.010851507964,0
125,Female,0,Yes,Yes,54.0,Yes,Fiber,No,Yes,Two year,Electronic check,57.15184655606713,1288.6801868085909,1
126,Female,0,No,No,12.0,Yes,Fiber,No internet,No,Month-to-month,Electronic check,35.6129044135619,2671.949773210585,1
127,Female,0,Yes,No,42.0,Yes,DSL,No,No internet,Two year,Electronic check,44.34590433240006,3443.9794197556002,0
128,Female,0,Yes,Yes,25.0,Yes,No,No internet,Yes,One year,Electronic check,26.08718358616226,4990.73673753581,0
129,Female,0,Yes,Yes,34.0,Yes,Fiber,No,No internet,One year,Mailed check,26.656014608865707,5979.138517726821,0
130,Female,1,No,No,42.0,Yes,Fiber,No internet,No internet,Two year,Mailed check,38.839850309718365,1189.0088939713853,0
131,Female,0,No,No,50.0,Yes,DSL,No,Yes,Two year,Mailed check,49.919179442125866,3260.620611067956,0
132,Female,0,Yes,No,64.0,Yes,Fiber,Yes,No internet,One year,Mailed check,104.92083452953952,3037.2554764482916,0
133,Female,0,No,No,9.0,Yes,No,No internet,Yes,One year,Credit card,63.70658329104739,2480.4476038291673,0
134,Female,0,No,Yes,66.0,Yes,No,No,No internet,Two year,Electronic check,31.350890979624907,3664.6586953548594,0
135,Female,0,Yes,No,51.0,Yes,DSL,No internet,Yes,One year,Credit card,36.71698125601722,5872.712509086452,1
136,Female,0,No,Yes,28.0,Yes,DSL,No internet,Yes,Month-to-month,Mailed check,43.3129112662795,4505.421008260269,1
137,Female,0,No,Yes,69.0,Yes,No,No internet,No internet,Two year,Bank transfer,101.44291809092398,4086.2208045497446,0
138,Male,1,Yes,Yes,26.0,No,DSL,Yes,No,Month-to-month,Mailed check,52.775025770523314,4190.948736987728,0
139,Female,0,Yes,No,65.0,Yes,DSL,No,Yes,Month-to-month,Electronic check,104.11105450232283,5721.81896376413,0
140,Female,0,No,No,48.0,Yes,Fiber,No internet,No,Month-to-month,Bank transfer,27.454171833091028,4487.497029121442,0
141,Male,0,Yes,No,21.0,Yes,No,No internet,Yes,Two year,Electronic check,97.67583057819711,5704.572079709952,1
142,Male,0,No,Yes,2.0,Yes,No,No internet,Yes,Month-to-month,Mailed check,61.03520758819474,4070.9294637046887,0
143,Male,0,Yes,Yes,13.0,Yes,No,No internet,No internet,One year,Bank transfer,100.49487891743512,5569.497738229709,0
144,Male,0,No,Yes,58.0,Yes,No,No internet,Yes,Two year,Electronic check,86.97861063416342,6802.601631598729,0
145,Female,0,Yes,Yes,,Yes,DSL,No internet,No internet,One year,Mailed check,43.543228627030366,721.4800665172235,0
146,Male,0,No,No,17.0,Yes,DSL,No,No,Two year,Bank transfer,55.05135094238285,6045.6724081789125,0
147,Female,0,Yes,No,42.0,Yes,No,No internet,Yes,One year,Mailed check,84.11004347900452,6531.584056111298,0
148,Male,0,No,Yes,70.0,Yes,DSL,No,No,Two year,Bank transfer,40.97894710393529,6004.636483760851,0
149,Female,0,Yes,Yes,66.0,Yes,DSL,No internet,Yes,One year,Credit card,81.27644570583422,1921.3650981840672,0
150,Female,0,Yes,No,49.0,Yes,DSL,No,No,Month-to-month,Credit card,71.14587199623287,1023.9676281663201,0
151,Female,1,No,No,57.0,Yes,DSL,Yes,No,One year,Credit card,50.60953548763498,7338.427589371808,0
152,Male,1,Yes,No,20.0,Yes,Fiber,Yes,No internet,Two year,Mailed check,82.02414520828295,2795.470651682231,0
153,Female,1,Yes,No,21.0,Yes,DSL,No internet,No internet,One year,Bank transfer,103.48143736459289,1545.525101758847,0
154,Male,0,No,Yes,32.0,Yes,DSL,No internet,No internet,One year,Credit card,101.52638690539878,5442.371303734608,0
155,Female,0,No,Yes,56.0,Yes,No,No,No internet,Two year,Credit card,68.29078936355079,6957.391373740376,0
156,Female,1,No,No,45.0,Yes,Fiber,No internet,Yes,Two year,Mailed check,85.29717085698132,7886.528352390974,0
157,Female,0,Yes,Yes,22.0,Yes,Fiber,No internet,No internet,One year,Credit card,55.33018824668115,4388.992769242342,0
158,Male,1,No,Yes,38.0,Yes,No,Yes,No internet,One year,Mailed check,41.03919156404497,7044.819083839823,0
159,Male,0,No,Yes,36.0,Yes,DSL,No internet,Yes,Month-to-month,Mailed check,78.76183861469846,3922.3768639114833,1
160,Male,0,Yes,No,16.0,Yes,No,Yes,No,Two year,Electronic check,45.220886571316996,4375.6067236993995,1
161,Female,0,Yes,Yes,68.0,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,45.048257706189624,4581.7184611417315,0
162,Male,1,No,Yes,14.0,Yes,Fiber,No internet,No,Month-to-month,Mailed check,85.85002399528051,7005.218241236991,1
163,Male,0,No,Yes,16.0,Yes,DSL,Yes,No internet,Two year,Mailed check,99.15625239184426,2002.27882698283,0
164,Male,1,No,Yes,42.0,Yes,Fiber,No,Yes,Two year,Credit card,66.1890121522565,6000.8048513781105,1
165,Female,0,Yes,Yes,15.0,Yes,Fiber,No internet,No internet,One year,Bank transfer,24.017038095521734,2772.262086367644,0
166,Female,0,Yes,Yes,22.0,Yes,DSL,No,Yes,Two year,Credit card,84.22129488819799,872.5375343121219,0
167,Male,0,No,Yes,40.0,Yes,DSL,Yes,No,Two year,Credit card,87.90690578796759,7812.414163892959,1
168,Female,0,No,No,37.0,Yes,Fiber,No internet,Yes,One year,Bank transfer,104.38046937126343,7413.018659091846,0
169,Male,0,No,No,,Yes,DSL,No internet,No internet,Month-to-month,Credit card,69.47074754703999,4106.494369109865,0
170,Male,0,No,No,68.0,Yes,Fiber,Yes,No,Two year,Electronic check,72.12263576691312,1315.9650439375173,1
171,Male,0,No,No,,No,No,No internet,No,Month-to-month,Bank transfer,84.27702162453609,6924.2220538996735,0
172,Female,0,No,Yes,9.0,Yes,No,No internet,Yes,Two year,Credit card,65.52049849977459,3277.285006046782,0
173,Female,0,Yes,No,51.0,Yes,No,No internet,No internet,Two year,Electronic check,38.576677418064065,4152.373826694411,0
174,Male,0,No,Yes,22.0,Yes,Fiber,No,No internet,Month-to-month,Credit card,93.2221372043574,7916.697119136543,1
175,Male,0,No,No,13.0,Yes,No,Yes,No internet,One year,Mailed check,77.09734748768818,3780.909541347032,1
176,Female,1,Yes,No,39.0,Yes,No,Yes,No,Month-to-month,Mailed check,45.44890461249943,1265.4833909677504,0
177,Male,0,No,No,52.0,Yes,No,No internet,No,Two year,Credit card,107.09634020062961,5351.026142743541,1
178,Male,0,Yes,Yes,60.0,Yes,No,Yes,No,One year,Mailed check,94.63676004806263,4455.087014895367,0
179,Male,0,No,Yes,7.0,Yes,DSL,No internet,No,Month-to-month,Electronic check,51.299194766234336,1530.9912198423945,1
180,Female,1,No,Yes,46.0,Yes,Fiber,No internet,No internet,Month-to-month,Electronic check,,1587.0837257481658,1
181,Male,0,Yes,No,58.0,Yes,DSL,No,No,Month-to-month,Bank transfer,106.29924922734025,7368.966556496387,0
182,Female,0,Yes,Yes,23.0,Yes,No,No,Yes,One year,Bank transfer,29.478207889504663,414.0335825508461,0
183,Male,0,Yes,Yes,64.0,Yes,Fiber,No,Yes,Month-to-month,Electronic check,49.67605934786636,5023.703750586492,0
184,Male,0,Yes,No,14.0,Yes,DSL,No internet,No internet,Two year,Credit card,36.58665705773657,6343.282053232643,1
185,Female,0,No,No,39.0,Yes,No,Yes,No internet,Month-to-month,Credit card,100.56416965197026,3051.4212372005945,0
186,Male,0,No,Yes,,Yes,No,No,No,One year,Bank transfer,50.13089134501505,1187.1337848764429,1
187,Female,0,Yes,No,7.0,Yes,Fiber,No,No,One year,Bank transfer,44.65498294439065,7372.352993181795,0
188,Male,0,Yes,Yes,48.0,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,60.76747747863669,2159.7519425117325,0
189,Male,0,Yes,No,41.0,Yes,DSL,No,No,One year,Bank transfer,109.5300340392337,1526.1615830423384,1
190,Female,0,Yes,Yes,60.0,Yes,DSL,No,Yes,Month-to-month,Mailed check,66.94753082473785,599.0757220235267,0
191,Female,0,Yes,No,55.0,Yes,No,Yes,No,Two year,Electronic check,22.699855325465272,7161.113530226978,0
192,Male,0,No,Yes,3.0,Yes,DSL,Yes,Yes,Two year,Electronic check,,4361.418550214524,0
193,Female,0,No,No,47.0,Yes,DSL,Yes,Yes,One year,Electronic check,69.36206890413492,3175.6519624818447,1
194,Male,0,No,Yes,10.0,Yes,DSL,No internet,No internet,Month-to-month,Mailed check,26.978269524928905,6174.373860236173,1
195,Female,0,No,No,26.0,Yes,DSL,No internet,Yes,Two year,Mailed check,96.30475128925727,4256.656279533113,0
196,Male,0,No,No,70.0,Yes,Fiber,No,No internet,Month-to-month,Electronic check,27.917413860701835,2507.221154395733,0
197,Male,1,Yes,Yes,23.0,Yes,DSL,Yes,Yes,Two year,Bank transfer,25.517676729066306,3165.9132335361664,0
198,Female,1,No,Yes,48.0,Yes,DSL,No,No internet,Two year,Mailed check,86.72031139330905,6096.207119536156,0
199,Female,0,No,Yes,5.0,Yes,No,Yes,No internet,Two year,Bank transfer,63.114254011827484,2212.857428621444,0
200,Female,0,Yes,Yes,28.0,Yes,No,Yes,No,Month-to-month,Credit card,24.93428214710063,4341.422749364593,1
201,Female,1,Yes,No,32.0,Yes,No,Yes,No internet,Month-to-month,Credit card,68.51803426780296,6939.074863095445,0
202,Male,0,Yes,Yes,46.0,Yes,Fiber,Yes,No internet,Two year,Bank transfer,55.39988580232918,7031.148654552272,0
203,Male,0,Yes,Yes,22.0,Yes,DSL,No,Yes,Month-to-month,Bank transfer,86.35750390609287,7161.271606959911,0
204,Male,1,No,No,12.0,Yes,DSL,No,No,Two year,Electronic check,24.0232956729387,6132.323252346492,0
205,Male,0,No,Yes,58.0,Yes,DSL,Yes,No internet,Two year,Electronic check,51.75452840028745,4133.736811343552,0
206,Female,1,Yes,Yes,68.0,Yes,Fiber,No internet,No internet,One year,Bank transfer,63.982775218868326,4045.9496054757938,0
207,Male,0,Yes,No,7.0,No,No,No,No,Two year,Mailed check,69.730609226941,7666.310503915221,0
208,Male,1,Yes,Yes,25.0,No,Fiber,No internet,Yes,Month-to-month,Electronic check,83.51240600331074,6182.967508366515,0
209,Female,0,No,No,52.0,Yes,Fiber,Yes,No,One year,Electronic check,,1778.4874973038402,0
210,Female,1,No,No,4.0,Yes,DSL,Yes,No internet,Two year,Electronic check,39.562122644087395,2701.257208282821,0
211,Male,0,Yes,Yes,64.0,Yes,Fiber,Yes,No internet,Two year,Electronic check,57.565228149707046,2711.058612971674,0
212,Female,0,No,No,69.0,Yes,No,No internet,No,One year,Mailed check,45.408052266947045,6216.758835876721,0
213,Female,0,Yes,No,68.0,Yes,DSL,,Yes,Month-to-month,Mailed check,84.15101775036499,3783.1153841835335,0
214,Female,1,Yes,No,19.0,Yes,DSL,Yes,Yes,One year,Electronic check,24.313866082764893,5862.680057466768,0
215,Male,0,Yes,No,40.0,Yes,DSL,No internet,No internet,One year,Mailed check,104.99849676627493,447.28051146016026,0
216,Female,0,Yes,Yes,57.0,Yes,DSL,No internet,No,One year,Electronic check,99.63211741800254,5365.801820139649,0
217,Female,1,Yes,Yes,66.0,Yes,DSL,No internet,Yes,Two year,Electronic check,49.14687142357322,2588.5053458750704,0
218,Male,0,No,Yes,9.0,Yes,No,No,Yes,One year,Bank transfer,29.47075658397395,1828.3300835971527,0
219,Female,0,No,Yes,33.0,Yes,Fiber,No internet,No internet,Month-to-month,Mailed check,79.24916115629495,5344.92084010206,1
220,Female,1,Yes,Yes,62.0,Yes,DSL,No internet,No internet,One year,Bank transfer,105.47268040930251,916.0709115999023,0
221,Female,0,Yes,Yes,29.0,Yes,DSL,,Yes,Two year,Bank transfer,103.67304663291415,5346.987943294943,0
222,Female,0,No,Yes,18.0,Yes,DSL,No,Yes,Month-to-month,Mailed check,28.488240975602384,7951.704724718935,1
223,Male,0,No,No,7.0,Yes,Fiber,Yes,No internet,Month-to-month,Electronic check,58.13705138345332,7346.773010267793,1
224,Male,1,Yes,No,8.0,Yes,No,No internet,No internet,Two year,Electronic check,73.30848456295925,6141.607129931271,0
225,Female,0,No,No,55.0,Yes,Fiber,Yes,No internet,One year,Mailed check,94.83797031114749,2778.604380418415,0
226,Female,0,Yes,Yes,15.0,Yes,Fiber,No,No,One year,Credit card,62.15503669156167,2477.171413664194,1
227,Female,0,No,Yes,55.0,Yes,DSL,No,Yes,One year,Bank transfer,62.56215861500064,7749.486685265738,0
228,Female,0,Yes,No,8.0,Yes,No,No,No,One year,Electronic check,71.57735965876486,881.9924431592449,1
229,Female,0,Yes,Yes,56.0,Yes,Fiber,Yes,No,Two year,Bank transfer,105.76687224538087,1767.2232363787728,0
230,Female,0,No,No,20.0,Yes,No,Yes,Yes,Month-to-month,Bank transfer,44.442416775915675,6642.265903911476,1
231,Female,0,Yes,No,3.0,Yes,DSL,No internet,No,One year,Bank transfer,78.14835446178219,4023.063548251714,0
